RA,FASE,TURMA,IDADE,DEFASAGEM,INDE,IDA,IEG,PROB_RISCO,FAIXA
RA-1089,3.0,3D,12.0,0,7.6221531746,6.833333333333333,7.039682539666667,0.23208935257971122,Baixo
RA-1090,3.0,3D,14.0,0,7.7652831384,6.333333333333333,7.621832358666666,0.5859518564054258,Alto
RA-503,3.0,3D,12.0,1,8.547495614066667,7.666666666666667,9.824561403666666,0.12613566179365937,Baixo
RA-1093,3.0,3D,12.0,0,8.5079027778,8.666666666666666,7.722222222333333,0.04785029893202394,Baixo
RA-1094,3.0,3D,12.0,0,8.0164785714,7.333333333333333,9.523809523666666,0.01867589937906591,Baixo
RA-1095,3.0,3D,14.0,0,6.108547514666667,2.333333333333333,7.84502924,0.8066990862091533,Muito alto
RA-1098,3.0,3D,14.0,0,6.5744562514,3.5,5.822406257,0.7131815788963336,Muito alto
RA-1106,3.0,3F,13.0,0,5.936272086266667,0.0,5.4312354313333335,0.5862514099977392,Alto
RA-568,3.0,3F,16.0,-2,5.545864285733334,5.166666666666667,3.2619047620000003,0.94498497820605,Muito alto
RA-558,3.0,3F,16.0,-2,5.048054503133334,3.0,3.7763975156666674,0.9635491968184072,Muito alto
RA-559,3.0,3F,13.0,0,6.158158974333333,3.1666666666666665,5.705128205,0.6490417093804411,Alto
RA-1529,3.0,3F,14.0,-1,6.710079487200001,5.5,7.435897436,0.8310157805931111,Muito alto
RA-1111,3.0,3F,12.0,1,6.116032815733334,5.0,4.600414078666667,0.4713240893710872,Atenção
RA-1108,3.0,3F,13.0,0,6.017215010400001,3.6666666666666665,3.7546583853333337,0.5941822788768502,Alto
RA-542,3.0,3F,13.0,0,6.7205649586,3.9333333333333336,6.481366459666667,0.525519303275551,Alto
RA-543,3.0,3F,12.0,1,8.0467871118,6.833333333333333,9.616977225666666,0.12068363276893802,Baixo
RA-1530,3.0,3F,13.0,0,4.6391535714200005,2.833333333333333,2.5238095237666665,0.7377790152671696,Muito alto
RA-555,3.0,3F,14.0,-1,5.111470186333333,4.333333333333333,2.750517598333333,0.8939387952379816,Muito alto
RA-1531,3.0,3F,14.0,-1,7.0491790134,5.833333333333333,7.972686733666666,0.8611049693623035,Muito alto
RA-1099,3.0,3G,14.0,0,7.332483333333334,3.8333333333333335,8.133333333333333,0.6811666338254552,Alto
RA-1154,3.0,3G,14.0,-1,7.566075,8.0,9.2,0.716097931719487,Muito alto
RA-1100,3.0,3G,12.0,1,6.649708333333334,4.666666666666667,7.1000000000000005,0.4404145160645124,Atenção
RA-381,3.0,3G,15.0,-2,5.940775,3.6666666666666665,6.133333333333333,0.9705370388872776,Muito alto
RA-364,3.0,3G,13.0,0,8.2697037582,7.5,9.526143791,0.2050143688685988,Baixo
RA-539,3.0,3G,13.0,0,8.465533333333335,5.833333333333333,9.233333333333333,0.19746618588714623,Baixo
RA-573,3.0,3G,13.0,0,7.839050000000001,5.0,9.5,0.3748825325295104,Atenção
RA-1107,3.0,3G,13.0,0,5.9731,2.5,6.2,0.5919271448492289,Alto
RA-368,3.0,3G,15.0,-1,6.782158333333333,7.0,6.166666666666667,0.8451645435119254,Muito alto
RA-387,3.0,3G,15.0,-1,6.125500000000001,4.333333333333333,7.166666666666667,0.8804485500759868,Muito alto
RA-556,3.0,3G,13.0,0,5.833377380933333,3.8333333333333335,6.171428571333333,0.554959809410833,Alto
RA-389,3.0,3G,13.0,0,7.2079551282,5.166666666666667,6.674358974333333,0.3244219747524298,Atenção
RA-390,3.0,3G,13.0,0,6.5472236842,4.166666666666667,6.080701754333333,0.4906852191273977,Alto
RA-376,3.0,3G,14.0,-1,5.896573588800001,2.833333333333333,8.287284610666667,0.912557545001823,Muito alto
RA-584,3.0,3G,12.0,0,6.752914393933334,4.333333333333333,5.636363636333333,0.4379188404860121,Atenção
RA-535,3.0,3H,12.0,0,7.659555952400001,6.0,7.161904762,0.14268555937839372,Baixo
RA-547,3.0,3H,13.0,0,7.210290672333333,6.833333333333333,7.030620028333334,0.2682262391308017,Baixo
RA-557,3.0,3H,12.0,0,9.350986466133334,9.666666666666666,8.756265663999999,0.07899751070369844,Baixo
RA-548,3.0,3H,13.0,0,7.240168803466668,6.666666666666667,7.600427350666667,0.27264277105166995,Baixo
RA-1102,3.0,3H,12.0,1,8.440611904733334,9.333333333333334,9.390476190333333,0.25205737244010695,Baixo
RA-1532,3.0,3H,15.0,-1,4.548544781066667,2.0,3.905723905333333,0.900005550130628,Muito alto
RA-538,3.0,3H,14.0,-1,6.514094017066666,6.166666666666667,7.668803418666666,0.8511198237894892,Muito alto
RA-365,3.0,3H,11.0,1,8.526983333333334,6.666666666666667,10.0,0.13776705661677804,Baixo
RA-563,3.0,3H,12.0,0,8.595447619066668,8.333333333333334,9.461904762,0.12538019137064046,Baixo
RA-1157,3.0,3H,15.0,-1,7.916082936533334,7.0,9.082539682666663,0.5722567722848276,Alto
RA-258,3.0,3H,13.0,0,6.429063888866667,2.5,6.944444444333333,0.4417881906626806,Atenção
RA-369,3.0,3H,13.0,0,5.667282265,1.6666666666666667,4.908119658333334,0.66368978354026,Alto
RA-375,3.0,3H,13.0,0,7.970034615400001,6.833333333333333,9.443589743666667,0.2575056717190748,Baixo
RA-1533,3.0,3I,14.0,0,9.089828985533336,9.5,9.710144927666668,0.41308730013049516,Atenção
RA-1534,3.0,3I,13.0,0,7.188366666666667,1.1666666666666667,9.666666666666666,0.5774966006392922,Alto
RA-1160,3.0,3I,14.0,-1,6.274190982333334,3.1666666666666665,8.201288245,0.9261391757181615,Muito alto
RA-562,3.0,3I,13.0,0,8.392733333333334,7.833333333333333,9.833333333333334,0.200012128550733,Baixo
RA-1112,3.0,3I,13.0,0,6.856082394,4.0,9.02791197,0.556041504683608,Alto
RA-1535,3.0,3I,13.0,0,7.109390969933334,5.833333333333333,5.103121516333333,0.21712879289030174,Baixo
RA-1536,3.0,3I,15.0,-1,7.653744444466668,7.0,8.722222222333334,0.6412371117928646,Alto
RA-357,3.0,3I,14.0,-1,7.731569404200001,7.666666666666667,9.028180354333331,0.6374199501502357,Alto
RA-583,3.0,3I,14.0,0,7.447591035933334,5.0,8.904455179666668,0.5224139914751134,Alto
RA-1537,3.0,3I,14.0,-1,8.176263231333333,8.666666666666666,8.33064949,0.5919961116208088,Alto
RA-599,3.0,3K,12.0,1,8.3569352941,7.666666666666667,8.607843137333333,0.22158875331722794,Baixo
RA-651,3.0,3K,12.0,1,8.689300000100001,7.5,10.0,0.1174033461931866,Baixo
RA-1131,3.0,3K,13.0,0,8.2889555555,8.333333333333334,9.277777777666666,0.0367590153507621,Baixo
RA-403,3.0,3K,14.0,0,8.008488888833334,7.666666666666667,7.361111111,0.40129754851839944,Atenção
RA-1538,3.0,3K,13.0,1,7.9631703704333345,7.166666666666667,7.935185184999999,0.26232774966272127,Baixo
RA-469,3.0,3K,13.0,0,7.684639869300001,5.0,9.498366013,0.33360995390604936,Atenção
RA-1121,3.0,3K,12.0,0,8.407166666633334,6.666666666666667,10.0,0.06934181837116685,Baixo
RA-1122,3.0,3K,12.0,1,7.817322222166666,5.333333333333333,9.861111111,0.3628976932658452,Atenção
RA-422,3.0,3K,14.0,-1,5.544981481433334,2.833333333333333,6.157407407333333,0.9131691332061752,Muito alto
RA-1117,3.0,3K,12.0,1,7.601562962866668,5.666666666666667,8.314814814666667,0.34193332497647233,Atenção
RA-1539,3.0,3K,13.0,0,7.709588888900001,6.833333333333333,9.027777777666666,0.2891159738020644,Baixo
RA-618,3.0,3K,15.0,-2,6.718348148233334,4.166666666666667,8.324074074,0.9624283650480878,Muito alto
RA-669,3.0,3K,12.0,0,6.6438703703,5.333333333333333,4.851851851666666,0.3493069005616769,Atenção
RA-408,3.0,3K,14.0,0,6.5276296297,4.833333333333333,4.981481481666667,0.6037165222717416,Alto
RA-610,3.0,3K,11.0,1,7.894888888933334,6.333333333333333,9.694444444333334,0.19779237022766036,Baixo
RA-409,3.0,3K,13.0,0,8.225462962900002,7.166666666666667,9.231481481333333,0.19877324888434397,Baixo
RA-464,3.0,3L,15.0,-1,6.872009064333334,4.333333333333333,7.851461988333334,0.8937449122739348,Muito alto
RA-1165,3.0,3L,13.0,0,7.908044272466667,8.0,6.829721362333333,0.10486630900397804,Baixo
RA-466,3.0,3L,15.0,-1,6.778749122800001,4.0,7.223245614,0.8382308478830824,Muito alto
RA-414,3.0,3L,14.0,0,7.187625925933334,6.0,8.429629629666666,0.5504550551395536,Alto
RA-401,3.0,3L,14.0,0,6.728911403533334,4.833333333333333,6.839473684333334,0.5502531901398956,Alto
RA-1141,3.0,3L,13.0,0,6.793890866866667,4.166666666666667,6.191537667666666,0.35679819575524924,Atenção
RA-592,3.0,3L,12.0,1,7.121622213600001,7.833333333333333,6.108152734666667,0.2021580381361354,Baixo
RA-474,3.0,3L,15.0,-1,6.024753703733333,3.0,5.818518518666667,0.9468871723579706,Muito alto
RA-602,3.0,3L,13.0,0,8.647409313733334,7.333333333333333,9.670588235333334,0.06588644939667285,Baixo
RA-666,3.0,3L,12.0,0,8.185838802933334,7.166666666666667,7.881527348,0.08124909555375287,Baixo
RA-604,3.0,3L,12.0,1,7.429623555266667,7.0,7.502992776333333,0.28449815716423693,Baixo
RA-476,3.0,3L,14.0,0,6.7359982456,4.5,6.5964912280000005,0.5869044547101437,Alto
RA-423,3.0,3L,14.0,0,6.616193704866666,4.333333333333333,6.501135191,0.5929260368790643,Alto
RA-631,3.0,3L,14.0,0,6.795673420466667,4.166666666666667,7.212200435666666,0.6688315690061122,Alto
RA-658,3.0,3M,12.0,1,7.507033333333333,3.6666666666666665,10.0,0.403286709465325,Atenção
RA-1540,3.0,3M,14.0,-1,5.696233333333334,2.6666666666666665,5.0,0.9031660922983642,Muito alto
RA-1541,3.0,3M,13.0,0,8.337,8.166666666666666,8.633333333333333,0.09573565084062795,Baixo
RA-1114,3.0,3M,12.0,0,7.437466666666667,5.0,9.533333333333331,0.21085420240703545,Baixo
RA-662,3.0,3M,13.0,0,7.107477855466668,4.166666666666667,7.610722610666666,0.3482720566632163,Atenção
RA-760,3.0,3M,13.0,0,6.942581818200001,5.0,7.090909091,0.48348871298405943,Atenção
RA-1542,3.0,3M,16.0,-2,6.0886079922,3.1666666666666665,6.304873294333333,0.8989342745244583,Muito alto
RA-404,3.0,3M,14.0,0,6.624588235266668,5.666666666666667,6.286274509666666,0.6065526403586204,Alto
RA-1119,3.0,3M,14.0,-1,7.388266666666667,5.666666666666667,8.716666666666667,0.7074891997848167,Muito alto
RA-1116,3.0,3M,15.0,-1,3.7894777778,2.333333333333333,3.3555555556666667,0.9081804790529461,Muito alto
RA-667,3.0,3M,13.0,0,7.177130604266668,4.666666666666667,7.038986354666666,0.37704262977064645,Atenção
RA-605,3.0,3M,13.0,0,6.0175222222,2.6666666666666665,6.194444444333333,0.6173256987030742,Alto
RA-1543,3.0,3M,14.0,-1,6.754584615400001,5.0,8.076923077,0.8309818342001519,Muito alto
RA-1118,3.0,3M,14.0,0,7.0305545924,3.8333333333333335,7.846439628666666,0.683692190589018,Alto
RA-1544,3.0,3M,14.0,-1,6.905568627466667,5.833333333333333,8.674509804,0.8576526271244322,Muito alto
RA-1545,3.0,3N,12.0,0,7.296598575533334,8.166666666666666,6.210826211,0.33603923156866466,Atenção
RA-1127,3.0,3N,12.0,0,8.180966666666668,5.833333333333333,10.0,0.15704451330289734,Baixo
RA-1129,3.0,3N,12.0,0,7.360417647066668,6.833333333333333,7.137254902,0.2804327841186659,Baixo
RA-1546,3.0,3N,14.0,0,6.900662108266667,4.666666666666667,6.374643874666667,0.7323179585861208,Muito alto
RA-1130,3.0,3N,12.0,0,6.563952941199999,4.333333333333333,6.278431372666667,0.3742547077706383,Atenção
RA-1168,3.0,3N,14.0,-1,6.864053921600001,5.666666666666667,7.682352941333334,0.8523113571055074,Muito alto
RA-613,3.0,3N,15.0,-1,7.4019,7.333333333333333,9.566666666666666,0.7525981381919428,Muito alto
RA-433,3.0,3N,14.0,0,7.218157142866668,4.833333333333333,8.380952381,0.5848586626677343,Alto
RA-1547,3.0,3N,14.0,-1,6.748480626800001,6.666666666666667,6.467236467333334,0.7949040126996016,Muito alto
RA-1548,3.0,3N,13.0,0,6.482499715066667,4.833333333333333,5.242165242,0.4389661980397695,Atenção
RA-304,3.0,3N,16.0,-3,6.852411484600001,7.166666666666667,7.826890756333333,0.8957564729225485,Muito alto
RA-1549,3.0,3N,15.0,-2,6.514862200466668,4.166666666666667,7.441394335666668,0.9293507875487551,Muito alto
RA-632,3.0,3P,12.0,0,7.515491249000001,4.166666666666667,8.999164578333334,0.3161417701425621,Atenção
RA-633,3.0,3P,13.0,0,5.228470175466667,3.333333333333333,4.707017544,0.5035495559023484,Alto
RA-1137,3.0,3P,11.0,1,7.183752652466668,3.5,7.588638262333333,0.5360235904229745,Alto
RA-646,3.0,3P,14.0,-1,7.715491666666668,6.166666666666667,9.266666666666667,0.5376602570068912,Alto
RA-1550,3.0,3P,15.0,-1,6.064236111066667,4.333333333333333,5.222222222,0.9175953118991207,Muito alto
RA-1139,3.0,3P,12.0,1,6.906276357600001,4.666666666666667,6.152715121333333,0.37706614362366275,Atenção
RA-444,3.0,3P,14.0,-1,5.410188638266668,3.6666666666666665,6.377276524666667,0.9102563277132605,Muito alto
RA-445,3.0,3P,14.0,0,7.3416246032,4.0,8.715873016,0.660460685298092,Alto
RA-639,3.0,3P,12.0,0,5.7693807644,3.8333333333333335,5.278195488666667,0.5007599214556707,Alto
RA-1142,3.0,3P,12.0,0,8.390566666666668,8.5,9.133333333333333,0.13966879262504472,Baixo
RA-1551,3.0,3P,15.0,-2,5.9717087542,3.5,4.771043771,0.9636780911837176,Muito alto
RA-458,3.0,3P,15.0,-1,5.680161507933333,4.0,3.739682539666666,0.9186919701486819,Muito alto
RA-1552,3.0,3P,13.0,0,7.443301282066667,3.1666666666666665,9.743589743666666,0.6649632586089015,Alto
RA-1170,3.0,3P,15.0,-2,6.095440873,3.5,5.565079365,0.9644624741567572,Muito alto
RA-642,3.0,3P,12.0,0,7.082591269866667,4.0,9.149206349333332,0.44316494297907083,Atenção
RA-1553,3.0,3R,13.0,0,7.641184313700001,4.333333333333333,9.003921568666668,0.33572465554666164,Atenção
RA-1554,3.0,3R,15.0,-2,6.941692592633334,4.0,9.629629629666669,0.9071254842621128,Muito alto
RA-649,3.0,3R,14.0,0,6.985329691766667,3.6666666666666665,6.004481792666667,0.6495671510080623,Alto
RA-1136,3.0,3R,14.0,-1,5.458179831866667,1.6666666666666667,4.547899159666667,0.9133732500001547,Muito alto
RA-653,3.0,3R,13.0,0,8.103217647033333,5.166666666666667,9.537254902,0.17943389049729558,Baixo
RA-456,3.0,3R,13.0,0,8.331124561366668,6.5,9.382456140333334,0.06053701295062672,Baixo
RA-655,3.0,3R,14.0,0,8.238600000066668,6.833333333333333,10.0,0.407790432456565,Atenção
RA-656,3.0,3R,13.0,0,6.668152941266667,4.166666666666667,5.978431372666667,0.398229143995372,Atenção
RA-657,3.0,3R,13.0,0,8.207433333400001,7.5,9.6,0.21125683668065087,Baixo
RA-1555,3.0,3R,13.0,0,7.4827333334,3.0,10.0,0.3817525013368411,Atenção
RA-461,3.0,3R,13.0,0,7.5447559291,4.5,9.182446312,0.43551175729444036,Atenção
RA-398,3.0,3U,12.0,0,7.2457999999666685,8.0,5.733333333333333,0.23552393436404948,Baixo
RA-586,3.0,3U,11.0,1,8.702387301666668,8.5,9.241269841333333,0.1363118551345814,Baixo
RA-623,3.0,3U,15.0,-1,6.357733333300001,4.0,7.399999999999999,0.9255622340240048,Muito alto
RA-588,3.0,3U,11.0,1,8.676133333333334,7.833333333333333,9.833333333333334,0.14225247107117445,Baixo
RA-626,3.0,3U,13.0,0,6.407590225500001,5.333333333333333,3.380451127666667,0.47235681244157435,Atenção
RA-1556,3.0,3U,14.0,0,6.666811111166668,4.0,5.222222222333333,0.702666857866378,Muito alto
RA-455,3.0,3U,14.0,0,7.098988888900001,4.5,6.111111111,0.6621547181421907,Alto
RA-614,3.0,3U,14.0,-1,7.8284999999666685,6.833333333333333,9.7,0.5249536430289073,Alto
RA-434,3.0,3U,13.0,0,6.610947619100001,5.5,5.061904762,0.393236193539038,Atenção
RA-603,3.0,3U,12.0,0,6.942277777866667,4.666666666666667,7.155555555666666,0.33943186037154577,Atenção
RA-1133,3.0,3U,11.0,1,8.238553968266668,4.5,9.841269841333334,0.30041801003467883,Atenção
RA-616,3.0,3U,14.0,0,5.457877193033333,3.8333333333333335,3.087719298333333,0.7620652573512073,Muito alto
RA-1134,3.0,3U,12.0,0,7.7564571427,6.0,8.914285714,0.28286014487997535,Baixo
RA-1557,3.0,3U,14.0,0,8.228500000033334,7.0,8.916666666666666,0.42783751480438503,Atenção
RA-670,3.0,3U,12.0,1,8.8602539683,8.666666666666666,9.441269841333334,0.11818016554392718,Baixo
RA-620,3.0,3U,14.0,0,5.766892063566667,2.5,3.984126984333333,0.7962567195284028,Muito alto
RA-1149,4.0,4A,15.0,-1,8.1371,6.0,10.0,0.4858743024005929,Atenção
RA-1558,4.0,4A,16.0,-1,7.643772047733333,5.5,8.705360238666666,0.6921120802884005,Alto
RA-326,4.0,4A,14.0,1,8.832389092333335,9.333333333333334,8.973112128333334,0.12017982937287221,Baixo
RA-339,4.0,4A,13.0,1,7.711540746133334,8.166666666666666,7.155537064000001,0.2250975985075188,Baixo
RA-179,4.0,4A,13.0,1,8.932712280733334,8.166666666666666,9.407894737,0.13699470446371392,Baixo
RA-1559,4.0,4A,15.0,-1,6.330428437666668,4.666666666666667,5.2929755216666665,0.7364656754470561,Muito alto
RA-332,4.0,4A,15.0,1,8.421271701,7.0,7.605358505000001,0.3752174550801525,Atenção
RA-1560,4.0,4A,14.0,1,8.4721031746,8.166666666666666,9.206349206333334,0.15931235163965762,Baixo
RA-1153,4.0,4A,15.0,-1,8.268876190466667,8.5,9.702380952333334,0.5091314742421543,Alto
RA-183,4.0,4A,15.0,0,8.266902371533334,7.5,9.249011857666666,0.3703406245706281,Atenção
RA-199,4.0,4A,15.0,-1,7.419398245666667,7.166666666666667,7.554824561666667,0.5824417444416284,Alto
RA-1561,4.0,4A,16.0,-1,7.940220634933333,9.0,9.174603174666666,0.6571323383522385,Alto
RA-336,4.0,4A,15.0,0,6.834286748466667,5.833333333333333,5.512100409000001,0.6238353991122153,Alto
RA-347,4.0,4A,14.0,1,8.384742583733333,7.666666666666667,9.673046252,0.14484238985864595,Baixo
RA-397,4.0,4A,16.0,-2,6.807291921866668,5.666666666666667,7.885292942666666,0.9402459471715938,Muito alto
RA-338,4.0,4B,14.0,0,8.052795331466667,6.833333333333333,7.441643324,0.10340127626441988,Baixo
RA-392,4.0,4B,16.0,-1,4.3639463364,1.0,5.414731682,0.932196361809373,Muito alto
RA-352,4.0,4B,13.0,1,5.9794829346,3.1666666666666665,4.453748006333333,0.610972407413119,Alto
RA-1562,4.0,4B,16.0,-2,5.458833333333334,0.5,8.666666666666666,0.9297711321241908,Muito alto
RA-367,4.0,4B,13.0,1,7.209434085200001,5.0,7.268170426,0.41963018430990473,Atenção
RA-1563,4.0,4B,15.0,-1,7.604211111133335,7.0,8.305555555666666,0.6181101470177284,Alto
RA-1564,4.0,4B,15.0,-1,5.0761468806000005,2.1666666666666665,4.942067736333334,0.9256423323758749,Muito alto
RA-1565,4.0,4B,16.0,-1,5.816448179266667,5.5,8.102240896333333,0.8539228646737537,Muito alto
RA-1566,4.0,4B,17.0,-2,7.759243871133334,6.5,9.247219355666669,0.6723247934123485,Alto
RA-1567,4.0,4B,16.0,-2,7.913942087533334,8.166666666666666,8.771043771,0.758049008857527,Muito alto
RA-356,4.0,4B,14.0,1,6.627336016533334,5.333333333333333,6.656346749333334,0.4965350822616114,Alto
RA-1568,4.0,4B,15.0,-1,7.8003261438,8.166666666666666,7.493464052333334,0.6652381865084952,Alto
RA-247,4.0,4B,14.0,0,6.646485739800001,4.333333333333333,8.306595365666666,0.41418890970151306,Atenção
RA-204,4.0,4B,15.0,0,7.838218894866668,7.5,6.827094474333333,0.39521416350553,Atenção
RA-1569,4.0,4B,17.0,-2,5.7191555556,2.1666666666666665,7.111111111333334,0.846592981717144,Muito alto
RA-1570,4.0,4B,16.0,-1,7.894084175066667,8.333333333333334,7.542087542,0.6358575547983537,Alto
RA-1571,4.0,4B,16.0,-1,7.2484555556,5.666666666666667,9.111111111333337,0.6796693488180318,Alto
RA-1572,4.0,4C,15.0,-1,8.080345634866667,7.5,9.841269841333334,0.4525009720112549,Atenção
RA-1150,4.0,4C,17.0,-2,7.1023212964,6.833333333333333,6.481481481666667,0.765449976511633,Muito alto
RA-1573,4.0,4C,16.0,-1,6.743847969266667,5.0,6.120448179333334,0.8128564878330533,Muito alto
RA-1574,4.0,4C,16.0,-1,7.777244180000001,7.333333333333333,8.399470899666667,0.5386273944857423,Alto
RA-1151,4.0,4C,13.0,1,8.749111111066668,9.0,9.722222222333334,0.0955071167513968,Baixo
RA-1575,4.0,4C,16.0,-1,7.318459391466667,5.333333333333333,8.624338624,0.7462242489682259,Muito alto
RA-1081,4.0,4C,15.0,0,8.5452952381,8.833333333333334,9.523809523666666,0.32975886655602193,Atenção
RA-342,4.0,4C,16.0,-1,6.757026587266667,4.5,7.728174603333334,0.8661499092921895,Muito alto
RA-1576,4.0,4C,16.0,-1,7.463620238066666,6.666666666666667,9.523809523666666,0.5550012271741263,Alto
RA-187,4.0,4C,14.0,0,8.568424074066666,7.833333333333333,9.537037037,0.03637279881459955,Baixo
RA-359,4.0,4C,14.0,1,7.492006349133335,5.5,7.162698412666667,0.3216860563496209,Atenção
RA-1577,4.0,4C,16.0,-1,6.305585581933334,4.333333333333333,4.993386243333333,0.8754556024719836,Muito alto
RA-236,4.0,4F,14.0,0,6.980833740133334,4.5,7.890668700666666,0.509342489936618,Alto
RA-249,4.0,4F,16.0,-2,6.125104328999999,5.0,6.645021645,0.8913324497020947,Muito alto
RA-239,4.0,4F,17.0,-3,6.782180868800001,6.666666666666667,6.361737677333333,0.7656717982106727,Muito alto
RA-382,4.0,4F,16.0,-1,5.805712280733333,3.0,6.324561403666666,0.9450763151554276,Muito alto
RA-383,4.0,4F,13.0,1,8.036024386733335,5.833333333333333,8.600288600333334,0.3051799407045225,Atenção
RA-1155,4.0,4F,15.0,-1,7.119011111133333,4.666666666666667,8.888888889,0.6947322790355951,Alto
RA-384,4.0,4F,14.0,0,8.072200721466668,7.5,8.607503607333333,0.11312202204150568,Baixo
RA-1156,4.0,4F,13.0,1,6.6777135642,2.0,7.821067821,0.4051947506187394,Atenção
RA-1578,4.0,4F,13.0,1,7.880605848,7.333333333333333,6.761695906666667,0.2467384315907104,Baixo
RA-388,4.0,4F,16.0,-1,5.965307936466667,4.333333333333333,6.349206349,0.8256329651300892,Muito alto
RA-260,4.0,4F,15.0,0,8.448920634933334,7.0,9.674603174666666,0.28356701055237554,Baixo
RA-395,4.0,4F,13.0,1,7.169905291000001,4.333333333333333,6.921693121666666,0.3755536174378397,Atenção
RA-262,4.0,4F,17.0,-2,5.806145462066667,4.166666666666667,4.854560643666667,0.8152859970866838,Muito alto
RA-1579,4.0,4F,16.0,-2,7.894385710733333,7.166666666666667,9.090261887,0.6995171258723518,Alto
RA-1580,4.0,4F,16.0,-1,7.790523996266667,6.166666666666667,9.049953314666666,0.6120180481390881,Alto
RA-377,4.0,4F,14.0,0,7.480115873000001,5.166666666666667,7.698412698333333,0.2855141564496434,Baixo
RA-250,4.0,4H,14.0,0,9.049892592566668,9.166666666666666,9.629629629666669,0.07450714603872313,Baixo
RA-1581,4.0,4H,16.0,-1,6.9787022855,6.333333333333333,7.834844760666667,0.8253137691787099,Muito alto
RA-1582,4.0,4H,15.0,-1,6.472788888966667,4.5,8.069444444333334,0.8493867702136679,Muito alto
RA-1583,4.0,4H,15.0,-1,7.8197579711,8.166666666666666,7.753623188333333,0.5884288640499676,Alto
RA-450,4.0,4L,15.0,-1,7.526188206666666,7.5,8.954191033333332,0.6862608244629663,Alto
RA-426,4.0,4L,15.0,-1,6.6430030186,4.833333333333333,7.905056759666666,0.8293451340061861,Muito alto
RA-1584,4.0,4L,15.0,-1,7.429837830666667,5.5,9.153439153333332,0.6400325677346689,Alto
RA-313,4.0,4L,15.0,-1,7.25285,4.833333333333333,9.666666666666666,0.6405180923287964,Alto
RA-467,4.0,4L,15.0,0,7.729811842133333,6.833333333333333,9.140350877333333,0.42666111773787124,Atenção
RA-1585,4.0,4L,15.0,-1,6.730367016866668,4.0,6.775210084333334,0.7988930897636535,Muito alto
RA-432,4.0,4L,16.0,-1,7.167975,5.5,10.0,0.7612849196858784,Muito alto
RA-1586,4.0,4L,15.0,-1,6.555764327466668,5.666666666666667,6.128654970666666,0.8735153781910368,Muito alto
RA-470,4.0,4L,15.0,0,6.981130848,3.333333333333333,8.011695906666667,0.7441508379871105,Muito alto
RA-417,4.0,4L,14.0,0,8.533628557533333,8.833333333333334,8.401559454333333,0.052891489923398025,Baixo
RA-407,4.0,4L,15.0,0,7.0875128168,3.6666666666666665,7.614522417333333,0.6734928575706115,Alto
RA-1587,4.0,4L,16.0,-2,7.34055,3.75,10.0,0.7227276968530476,Muito alto
RA-1588,4.0,4L,14.0,0,7.303823728133333,4.0,8.640618640666666,0.5329730495379998,Alto
RA-424,4.0,4L,14.0,0,7.341187280733334,3.333333333333333,9.616228070333332,0.5676764115160042,Alto
RA-1193,4.0,4L,15.0,-1,6.6304815790000005,4.0,7.763157895,0.8575267661050201,Muito alto
RA-411,4.0,4M,14.0,0,7.279762962966667,4.833333333333333,9.148148148,0.3726493636759675,Atenção
RA-412,4.0,4M,14.0,0,8.044378070166667,7.333333333333333,8.456140351,0.06819154186137448,Baixo
RA-428,4.0,4M,14.0,0,7.534949122800001,5.0,8.898245614,0.41006415901467813,Atenção
RA-315,4.0,4M,15.0,-1,6.0768703704,6.833333333333333,5.918518518666667,0.7914754169726256,Muito alto
RA-442,4.0,4M,13.0,1,6.905439215666667,5.0,5.9151960783333335,0.3180519098142458,Atenção
RA-301,4.0,4M,15.0,0,8.410830701766667,9.0,7.494736842333332,0.42225971145837793,Atenção
RA-1163,4.0,4M,15.0,0,8.6794789474,7.833333333333333,9.824561403666666,0.36397582089737596,Atenção
RA-402,4.0,4M,14.0,0,5.683064814833333,4.166666666666667,3.074074074,0.5372687089361992,Alto
RA-1589,4.0,4M,15.0,-1,5.260851851866667,2.5,6.259259259333334,0.8168935699697506,Muito alto
RA-1162,4.0,4M,14.0,0,7.473167836266667,5.666666666666667,9.135672514666666,0.37883228796742024,Atenção
RA-471,4.0,4M,14.0,0,6.635847117766667,5.5,7.027568922333333,0.2888196865714673,Baixo
RA-416,4.0,4M,14.0,1,8.700808577033333,8.0,8.972709551666666,0.09634697897283848,Baixo
RA-303,4.0,4M,16.0,-2,6.2443426900666665,5.666666666666667,3.9520467836666655,0.9319885190265507,Muito alto
RA-418,4.0,4M,12.0,1,9.125183333366667,9.333333333333334,10.0,0.1628972479870433,Baixo
RA-419,4.0,4M,14.0,1,8.355707894766669,8.166666666666666,9.382456140666669,0.11016568227478227,Baixo
RA-420,4.0,4M,13.0,1,7.544228947400001,4.0,9.557894737,0.4042344949415275,Atenção
RA-1166,4.0,4M,16.0,-1,7.452799122766667,6.333333333333333,8.498245614,0.6239443290519877,Alto
RA-425,4.0,4M,14.0,0,9.0166166667,9.0,10.0,0.08015742700871374,Baixo
RA-1590,4.0,4N,15.0,-1,8.1907875086,8.666666666666666,8.267770876333332,0.6766748597600901,Alto
RA-1591,4.0,4N,16.0,-2,6.1707952862,3.5,6.430976431,0.9009515498945488,Muito alto
RA-273,4.0,4N,16.0,-1,6.5991307798,4.5,7.323153899,0.9034570192328243,Muito alto
