RA,FASE,TURMA,IDADE,DEFASAGEM,INDE,IDA,IEG,PROB_RISCO,FAIXA
RA-954,1.0,1N,9.0,0,8.2823798419,7.75,8.8833992095,0.28341160093619416,Baixo
RA-792,1.0,1N,11.0,-1,6.036012253,3.25,5.2865612650000005,0.8839039971543696,Muito alto
RA-1000,1.0,1N,9.0,0,8.364790909100002,7.75,9.5454545455,0.25084269170107865,Baixo
RA-763,1.0,1N,11.0,-1,6.984760606,5.25,8.8636363635,0.8230217831157691,Muito alto
RA-1001,1.0,1N,10.0,-1,7.7964318841,7.75,9.347826087,0.05694427250759995,Baixo
RA-1445,1.0,1N,10.0,-1,7.842866666700001,7.25,9.5,0.2481658749189397,Baixo
RA-1446,1.0,1N,9.0,0,5.9004061924,0.0,6.6501976285,0.8395325832015528,Muito alto
RA-768,1.0,1N,12.0,-1,7.0345379447,5.5,7.9841897235,0.711557222136836,Muito alto
RA-1447,1.0,1N,11.0,-1,7.5402350878,5.25,9.7368421055,0.6776232824433249,Alto
RA-980,1.0,1P,9.0,0,7.946388311600001,6.25,9.058441558,0.5505045668816652,Alto
RA-982,1.0,1P,8.0,0,8.119860173100001,8.25,8.365800865499999,0.6321211362550967,Alto
RA-1448,1.0,1P,13.0,-2,7.466126406900001,6.0,9.5346320345,0.9184380516520093,Muito alto
RA-1070,1.0,1P,12.0,-1,6.287171861500001,2.25,9.3073593075,0.850464591650179,Muito alto
RA-985,1.0,1P,9.0,0,8.2432,7.5,10.0,0.30906395458977853,Atenção
RA-986,1.0,1P,9.0,0,8.2603406926,8.5,9.2965367965,0.46023374211632917,Atenção
RA-810,1.0,1P,10.0,-1,7.704770175400001,9.0,9.4736842105,0.08402145152448832,Baixo
RA-987,1.0,1P,9.0,0,8.3028861472,7.5,9.0692640695,0.3935910290511075,Atenção
RA-988,1.0,1P,10.0,-1,8.1765333333,7.75,10.0,0.04830678088812383,Baixo
RA-805,1.0,1R,10.0,-1,6.9375869048,6.0,9.523809524,0.5671070118283198,Alto
RA-806,1.0,1R,10.0,-1,6.972777380900001,6.75,6.9047619045,0.6103444850918478,Alto
RA-807,1.0,1R,10.0,0,7.797628571400001,7.0,7.857142856999999,0.4304719282677841,Atenção
RA-808,1.0,1R,10.0,0,8.7897,8.75,10.0,0.13776202399428436,Baixo
RA-963,1.0,1R,10.0,0,8.375080952400001,7.5,9.761904762,0.14105627047864355,Baixo
RA-989,1.0,1R,10.0,0,7.3743785714,6.0,7.857142856999999,0.5392360028119266,Alto
RA-964,1.0,1R,10.0,-1,7.548241666600001,7.25,8.333333332999999,0.5378464584202908,Alto
RA-1449,1.0,1R,10.0,-1,7.214341666700001,6.75,8.3333333335,0.5936253971621758,Alto
RA-801,1.0,1R,10.0,-1,6.6752,8.0,5.75,0.517756550787801,Alto
RA-1450,1.0,1R,9.0,0,7.405235714200002,3.5,8.571428571,0.7899233074755762,Muito alto
RA-984,1.0,1R,9.0,0,8.475080952400003,7.0,9.761904762,0.3685618898575561,Atenção
RA-1451,1.0,1R,11.0,-1,7.560479761900002,6.0,8.8095238095,0.7985454697626153,Muito alto
RA-967,1.0,1R,11.0,-1,5.442610714300001,4.75,3.5714285715,0.9122424614400928,Muito alto
RA-968,1.0,1R,10.0,-1,7.8403547619,7.75,8.8095238095,0.17604472646590458,Baixo
RA-521,2.0,2A,11.0,0,7.479842857199999,6.25,9.0357142855,0.22062007367574,Baixo
RA-821,2.0,2A,11.0,0,6.643866666600001,4.25,5.9166666665,0.4974099075276257,Alto
RA-1075,2.0,2A,13.0,-1,6.8100812324,6.0,8.5154061625,0.6488124331487265,Alto
RA-1048,2.0,2A,11.0,1,7.5198666666,6.25,6.833333333500001,0.2614466910211731,Baixo
RA-1082,2.0,2A,13.0,-1,6.6114857142,3.75,7.5714285715,0.7928560816943327,Muito alto
RA-680,2.0,2A,12.0,-1,4.9800714287000005,3.0,6.6428571430000005,0.5475928007230771,Alto
RA-698,2.0,2A,10.0,0,7.3363190476,4.5,8.3214285715,0.4345708299315506,Atenção
RA-1452,2.0,2A,12.0,0,8.6268666667,7.75,10.0,0.06810757399474901,Baixo
RA-1453,2.0,2A,12.0,-1,7.1234857143,6.5,7.8214285715,0.11454054274550579,Baixo
RA-1454,2.0,2A,10.0,0,7.7042238095,7.75,5.880952381,0.11587607280996938,Baixo
RA-1455,2.0,2A,12.0,-1,6.6442555555,3.5,7.777777778,0.3648286662543625,Atenção
RA-529,2.0,2A,14.0,-1,5.2661285715,4.25,6.607142857,0.8484608690077325,Muito alto
RA-1456,2.0,2A,11.0,0,8.492914285800001,7.75,9.511904762,0.12254441327900616,Baixo
RA-1015,2.0,2B,11.0,0,6.643252381000002,4.0,7.8214285715,0.5959284751697468,Alto
RA-483,2.0,2B,13.0,-1,6.578604762,5.25,5.6428571430000005,0.7040123266752346,Muito alto
RA-497,2.0,2B,15.0,-1,4.4960809524,1.0,6.095238095,0.8740294619058213,Muito alto
RA-1457,2.0,2B,12.0,-1,6.0197761904,2.75,8.0357142855,0.4915623462737916,Alto
RA-688,2.0,2B,11.0,0,8.986533333300002,7.5,10.0,0.09191952807026348,Baixo
RA-696,2.0,2B,10.0,0,7.482680952299999,5.25,7.845238095,0.192698055027415,Baixo
RA-1458,2.0,2B,12.0,-1,5.879073684200001,3.25,7.280701754500001,0.7349205094827709,Muito alto
RA-1034,2.0,2B,11.0,0,8.0333666666,7.5,8.0833333335,0.07165862044320873,Baixo
RA-491,2.0,2B,12.0,-1,6.995247619100001,5.25,9.011904762,0.43924227860105947,Atenção
RA-1027,2.0,2B,11.0,0,8.220866666700001,5.25,10.0,0.21464151670765902,Baixo
RA-1023,2.0,2B,10.0,0,9.4985809523,9.5,9.511904762,0.08680402578700785,Baixo
RA-686,2.0,2C,11.0,0,8.040259523700001,7.25,8.7857142855,0.12601081121833516,Baixo
RA-480,2.0,2C,12.0,0,7.260202380900001,5.0,8.0714285715,0.3271983109648233,Atenção
RA-1459,2.0,2C,12.0,-1,6.665390476100001,3.75,8.2976190475,0.6384053963041436,Alto
RA-1460,2.0,2C,12.0,0,6.784805263200001,3.25,7.460526316,0.5830288377248768,Alto
RA-1017,2.0,2C,12.0,0,7.345521428500001,5.0,7.8095238095,0.3525965188545151,Atenção
RA-499,2.0,2C,12.0,0,7.5794738095,4.75,9.0476190475,0.4012571093923294,Atenção
RA-514,2.0,2C,11.0,0,6.219580952400001,3.0,7.595238095,0.580001306426177,Alto
RA-1461,2.0,2C,12.0,-1,6.871961904800001,2.75,9.273809524,0.726333041105698,Muito alto
RA-1462,2.0,2D,13.0,-1,7.6243666666,6.5,10.0,0.6238272832266767,Alto
RA-1463,2.0,2D,12.0,0,9.074561111,10.0,9.722222222,0.1222424627827703,Baixo
RA-1464,2.0,2D,13.0,-1,7.288424359,6.25,7.794871795,0.693795611637597,Alto
RA-687,2.0,2D,11.0,0,8.2739844611,7.25,9.2355889725,0.06000487445000203,Baixo
RA-1030,2.0,2D,12.0,0,7.740191604,8.0,8.28320802,0.09602238405943911,Baixo
RA-1465,2.0,2D,12.0,-1,7.3344666666,5.75,8.75,0.25694397700265076,Baixo
RA-522,2.0,2D,11.0,0,8.6777119048,9.0,9.523809524,0.058378000532649715,Baixo
RA-501,2.0,2D,11.0,0,8.2779474937,8.75,7.9949874685,0.049320498969517367,Baixo
RA-1466,2.0,2D,12.0,0,8.213723809600001,7.5,7.380952381,0.1100149204553609,Baixo
RA-502,2.0,2D,10.0,0,8.5023309524,8.0,9.761904762,0.04303741883171709,Baixo
RA-1467,2.0,2D,12.0,0,8.836711278200001,9.25,9.022556391,0.09019375399148423,Baixo
RA-1468,2.0,2D,12.0,0,8.1281028822,7.0,8.972431078,0.22248080450625696,Baixo
RA-527,2.0,2D,11.0,0,8.1403666666,6.0,10.0,0.24450232849017547,Baixo
RA-1469,2.0,2D,13.0,-1,7.459755555500001,4.75,9.4444444445,0.5591500552303899,Alto
RA-1470,2.0,2G,12.0,-1,5.967421532000001,5.0,6.35610766,0.5041673369204679,Alto
RA-1471,2.0,2G,13.0,-1,7.404455434800001,7.5,7.195652174,0.7483051912183222,Muito alto
RA-710,2.0,2G,12.0,-1,7.0366241342,6.75,8.170995671,0.36160624571929734,Atenção
RA-1472,2.0,2G,11.0,0,8.773575000000001,8.75,10.0,0.04287234877233301,Baixo
RA-837,2.0,2G,10.0,0,7.9648467391,6.75,9.7826086955,0.1235846936078282,Baixo
RA-549,2.0,2G,12.0,-1,6.5398187888,5.75,7.204968943999999,0.43007404466660626,Atenção
RA-571,2.0,2G,13.0,-1,6.2964554348,5.25,8.695652174,0.7662751254119892,Muito alto
RA-731,2.0,2G,12.0,-1,4.7704873377000006,2.5,4.188311688500001,0.6373064216566433,Alto
RA-706,2.0,2G,11.0,0,5.8701964286,3.25,7.1428571430000005,0.597398928232882,Alto
RA-707,2.0,2G,12.0,-1,6.4975618421000005,6.5,7.7236842105,0.3252742095502791,Atenção
RA-1044,2.0,2G,11.0,0,7.966711904800001,7.0,9.523809524,0.2506323397542413,Baixo
RA-1054,2.0,2G,13.0,-1,6.985788509300001,6.25,7.3291925465,0.8582387092628008,Muito alto
RA-721,2.0,2G,10.0,0,8.8986026915,8.25,9.5445134575,0.06513600027344611,Baixo
RA-1473,2.0,2G,13.0,-1,6.689320600500001,5.25,8.4368530025,0.8301885790968289,Muito alto
RA-735,2.0,2H,12.0,-1,7.7888467391,8.0,9.7826086955,0.07537610433102207,Baixo
RA-712,2.0,2H,13.0,-1,6.2236373706000006,6.75,5.983436853,0.7303721997737741,Muito alto
RA-1103,2.0,2H,11.0,0,7.861995031000001,7.25,7.763975155000001,0.1511255760909918,Baixo
RA-570,2.0,2H,12.0,-1,6.8133640787,6.75,8.0020703935,0.2551816437460742,Baixo
RA-713,2.0,2H,11.0,0,7.467500983400001,6.75,7.525879916999999,0.33162909452392164,Atenção
RA-714,2.0,2H,13.0,-1,5.4653662008,4.0,6.873706004,0.8075802758134748,Muito alto
RA-737,2.0,2H,11.0,0,8.4695488613,9.25,8.6542443065,0.04259898666913983,Baixo
RA-1474,2.0,2H,11.0,0,7.384207505200001,7.5,7.960662526,0.3142008824620525,Atenção
RA-1036,2.0,2H,12.0,0,8.2841303831,7.0,9.0890269155,0.06139913714668738,Baixo
RA-576,2.0,2H,12.0,0,8.93195,9.25,10.0,0.05053485634727236,Baixo
RA-577,2.0,2H,12.0,-1,6.629159109700001,8.0,5.7660455485,0.23873942501489026,Baixo
RA-580,2.0,2H,12.0,-1,7.9281521222,9.25,8.871635610999999,0.22213487473836682,Baixo
RA-581,2.0,2H,12.0,-1,7.0833015528,8.75,8.198757764,0.23501087759373468,Baixo
RA-841,2.0,2H,12.0,-1,6.035771224300001,3.25,6.3272311215000006,0.5868269215576921,Alto
RA-730,2.0,2I,11.0,0,8.469255555700002,9.5,7.152777778,0.06280631154408799,Baixo
RA-855,2.0,2I,10.0,0,8.578533333400001,8.5,10.0,0.2087561242588232,Baixo
RA-820,2.0,2I,11.0,0,7.426572549100001,6.25,6.573529412,0.3971311920041929,Atenção
RA-715,2.0,2I,11.0,0,5.3098253133,2.75,5.250626566499999,0.6252214104614726,Alto
RA-1038,2.0,2I,11.0,0,7.9646385965,8.5,7.5438596495,0.1923178816852945,Baixo
RA-1475,2.0,2I,10.0,0,7.413901754400001,5.0,8.070175439,0.3648756980007186,Atenção
RA-1039,2.0,2I,13.0,-1,7.549644444400001,7.25,9.722222222,0.6579229097740482,Alto
RA-745,2.0,2I,11.0,0,8.6102,8.5,10.0,0.027163480871080965,Baixo
RA-718,2.0,2I,10.0,1,8.705811111100001,9.5,9.5138888885,0.08747531575724803,Baixo
RA-1040,2.0,2I,12.0,-1,7.764199999900001,8.25,8.5416666665,0.24598167971724624,Baixo
RA-746,2.0,2I,10.0,0,7.903311111100001,8.0,7.4305555555,0.22964214895408086,Baixo
RA-1069,2.0,2K,12.0,0,7.678917391300001,6.25,7.0760869565,0.14515702987920873,Baixo
RA-1476,2.0,2K,11.0,0,8.80795,8.5,10.0,0.049488735327653306,Baixo
RA-827,2.0,2K,12.0,0,8.2483467391,7.25,9.7826086955,0.027456530375139877,Baixo
RA-1477,2.0,2K,11.0,0,7.0514989130000005,5.0,8.010869565,0.5633030011370875,Alto
RA-762,2.0,2K,14.0,-2,5.9677326087,3.75,6.4239130435,0.9749909828294885,Muito alto
RA-778,2.0,2K,11.0,0,8.0754139589,7.0,8.1235697945,0.17052615075822308,Baixo
RA-591,2.0,2K,13.0,-1,6.8360336957,7.5,7.913043478500001,0.6377406368923744,Alto
RA-1478,2.0,2K,11.0,0,6.7210333334,4.25,6.666666667,0.5516693943376739,Alto
RA-829,2.0,2K,10.0,1,9.171825000000002,8.0,9.75,0.15672281865085344,Baixo
RA-1479,2.0,2K,12.0,0,6.615766239300001,4.25,6.1965811965,0.522471865752379,Alto
RA-1480,2.0,2K,12.0,-1,7.09445,5.5,8.875,0.45263210592510467,Atenção
RA-438,2.0,2K,12.0,-1,7.930283695700001,8.25,8.6630434785,0.0404191165782655,Baixo
RA-607,2.0,2K,12.0,0,7.6486021739,7.0,7.4782608695,0.22581653994960119,Baixo
RA-1481,2.0,2K,12.0,-1,6.860721739100001,4.75,8.782608695499999,0.465179581276293,Atenção
RA-1482,2.0,2K,14.0,-1,5.2257,0.0,5.0,0.9365123633646908,Muito alto
RA-1483,2.0,2K,11.0,0,7.311433695700001,6.5,7.913043478500001,0.46230146989657395,Atenção
RA-1484,2.0,2L,14.0,-1,7.754200000000001,7.0,10.0,0.5417081533300298,Alto
RA-1485,2.0,2L,13.0,-1,6.7386875777,5.0,7.7432712215,0.8598718168944031,Muito alto
RA-1486,2.0,2L,11.0,0,6.865474509900001,5.75,5.431372549,0.44107480675002086,Atenção
RA-597,2.0,2L,11.0,0,7.843291097300001,6.0,9.3271221535,0.4225452996962475,Atenção
RA-624,2.0,2L,12.0,0,7.229425672900001,4.0,8.219461698,0.2896442415269451,Baixo
RA-1487,2.0,2L,13.0,-1,8.0267434782,8.25,9.5652173915,0.47945710098932665,Atenção
RA-1488,2.0,2L,11.0,0,6.7668935818000016,3.5,7.111801242,0.49871194851773787,Alto
RA-1489,2.0,2L,12.0,-1,5.9842289855000015,5.0,5.793478261000001,0.5589215669212477,Alto
RA-600,2.0,2L,11.0,0,7.847373913,7.5,8.010869565,0.20205601783067925,Baixo
RA-663,2.0,2L,12.0,-1,6.696419461700001,6.5,7.0910973085,0.33312530595009276,Atenção
RA-1490,2.0,2L,12.0,-1,7.3725768116,7.75,9.5652173915,0.34157943995710904,Atenção
RA-1491,2.0,2L,12.0,0,7.5072,6.5,6.25,0.21688440541275164,Baixo
RA-1066,2.0,2L,11.0,0,7.9326223603,7.25,8.3954451345,0.15322154229323343,Baixo
RA-630,2.0,2L,11.0,0,6.879985507300001,5.75,8.4782608695,0.3332521686567722,Atenção
RA-1492,2.0,2L,9.0,1,8.479020512900002,8.0,8.8141025645,0.38572973146791195,Atenção
RA-834,2.0,2L,11.0,0,8.513646169700001,8.75,9.109730849,0.029322469741488937,Baixo
RA-784,2.0,2M,11.0,0,8.8857454545,8.75,9.7727272725,0.046593382220667355,Baixo
RA-1059,2.0,2M,11.0,0,8.678450000000002,7.5,10.0,0.03413958095538277,Baixo
RA-612,2.0,2M,12.0,0,9.1340409091,9.75,9.5454545455,0.04488692139333503,Baixo
RA-1060,2.0,2M,12.0,0,6.448416666600001,3.25,6.0,0.49027337585951974,Alto
RA-761,2.0,2M,11.0,0,8.174593939300001,7.25,8.8636363635,0.053984547196446915,Baixo
RA-1493,2.0,2M,12.0,-1,6.378661323900001,4.0,7.8468899525,0.6336279425465062,Alto
RA-665,2.0,2M,12.0,-1,5.698703030200001,4.75,5.068181818,0.47097134670196,Atenção
RA-1115,2.0,2M,12.0,0,6.570068686900001,6.25,4.2676767675,0.30656904438292776,Atenção
RA-1061,2.0,2M,11.0,0,8.76595,8.5,10.0,0.028013414526109663,Baixo
RA-1494,2.0,2M,11.0,0,5.8748823529,4.25,6.7794117645,0.6008597724812529,Alto
RA-1495,2.0,2M,11.0,0,8.4845030302,8.25,8.318181818,0.02849665416767387,Baixo
RA-606,2.0,2M,11.0,0,6.645260606100001,3.25,7.613636363499999,0.567163160834255,Alto
RA-594,2.0,2M,12.0,0,6.890966666600001,7.0,5.75,0.27746640755390795,Baixo
RA-1496,2.0,2M,12.0,0,6.7799738095,4.25,5.714285714500001,0.5059652673458175,Alto
RA-1497,2.0,2M,12.0,0,5.2423787879,2.0,5.0227272725,0.6315025726024145,Alto
RA-1498,2.0,2M,13.0,-1,7.147881818200001,7.0,7.840909091,0.746688799053285,Muito alto
RA-1499,2.0,2N,12.0,0,7.914800000000001,6.5,9.25,0.2749636252460579,Baixo
RA-788,2.0,2N,10.0,0,7.9221068268,5.75,9.519450801,0.19329969461097682,Baixo
RA-1500,2.0,2N,11.0,0,7.360450000100002,3.5,8.3333333335,0.5498276399471841,Alto
RA-777,2.0,2N,10.0,0,7.563515408100001,4.5,8.7757437075,0.298637883641679,Baixo
RA-1063,2.0,2N,12.0,-1,7.279250000000001,7.75,9.75,0.3987435633366928,Atenção
RA-664,2.0,2N,12.0,0,7.5017244089,5.75,6.7734553775,0.25202292904892687,Baixo
RA-1501,2.0,2N,11.0,0,8.04495,5.0,10.0,0.39275813478868704,Atenção
RA-764,2.0,2N,10.0,0,7.838370289900001,6.0,7.8804347825,0.193280524957643,Baixo
RA-1064,2.0,2N,11.0,0,8.9802350877,8.5,9.7368421055,0.07154752463090946,Baixo
RA-1065,2.0,2N,11.0,0,8.8634934783,9.25,8.8152173915,0.03746233341705048,Baixo
RA-1502,2.0,2N,12.0,-1,6.886091025600001,5.25,7.628205128,0.37703492488523666,Atenção
RA-781,2.0,2N,11.0,0,8.496283333400001,7.25,9.75,0.09776401696638123,Baixo
RA-608,2.0,2N,11.0,0,5.778986231800001,4.25,3.054347826,0.5615376056734284,Alto
RA-796,2.0,2P,12.0,-1,7.052457703200001,5.25,8.2212885155,0.3756190949791563,Atenção
RA-797,2.0,2P,12.0,-1,6.597315151500001,7.25,4.840909091,0.39084307710711924,Atenção
RA-636,2.0,2P,12.0,0,6.3802279106,5.25,4.9043062200000005,0.4604615468484624,Atenção
RA-1140,2.0,2P,12.0,0,7.3473880383,7.0,6.112440191499999,0.22673174633325313,Baixo
RA-1503,2.0,2P,13.0,-1,6.991699999900001,2.75,10.0,0.7136873078381983,Muito alto
RA-814,2.0,2P,11.0,0,7.971648484800001,7.5,9.090909091,0.2449375640838885,Baixo
RA-637,2.0,2P,12.0,0,7.6853212122,7.75,6.2272727275,0.08131839613640159,Baixo
RA-652,2.0,2P,11.0,0,7.361896969700001,5.5,6.931818182000001,0.2449288076996887,Baixo
RA-816,2.0,2P,11.0,0,8.929745454599999,9.25,9.7727272725,0.07296417076668481,Baixo
RA-1504,2.0,2P,12.0,-1,6.057060605999999,6.75,4.6136363635,0.3324800467336256,Atenção
RA-638,2.0,2P,11.0,0,6.7464878789,5.0,5.7272727275,0.4767277203499014,Atenção
RA-1505,2.0,2P,13.0,-1,6.7199171717,3.75,7.5252525255,0.9034098725105275,Muito alto
RA-643,2.0,2P,12.0,-1,6.402239075100001,4.5,6.8660287085,0.531310716666742,Alto
RA-645,2.0,2P,12.0,0,7.502239394,5.25,8.3863636365,0.24417104961169797,Baixo
RA-1068,2.0,2R,11.0,0,9.0150030303,9.5,9.068181818,0.06713630845256507,Baixo
RA-798,2.0,2R,12.0,-1,4.6743653679,4.75,3.5064935065,0.5553770513363135,Alto
RA-799,2.0,2R,11.0,0,7.702648484900001,5.25,9.090909091,0.2681302383157894,Baixo
RA-1506,2.0,2R,11.0,0,7.151855844200001,3.5,8.3874458875,0.5600224179683424,Alto
RA-802,2.0,2R,11.0,0,7.831797402499999,8.75,7.012987013,0.20801751168000474,Baixo
RA-1507,2.0,2R,12.0,-1,5.046077056300001,5.0,4.448051948,0.5965497655990355,Alto
RA-1071,2.0,2R,12.0,-1,4.8048623378,4.5,4.188311688500001,0.5388492556443761,Alto
RA-1508,2.0,2R,10.0,0,8.1804207793,9.25,7.2294372295,0.13196123261919038,Baixo
RA-1509,2.0,2R,11.0,0,7.560230303200001,7.5,6.5151515155,0.33235336140022825,Atenção
RA-1510,2.0,2R,11.0,0,9.4647454544,10.0,9.7727272725,0.11389131622420424,Baixo
RA-785,2.0,2U,11.0,0,9.1548666666,9.0,10.0,0.07027366793057672,Baixo
RA-1511,2.0,2U,11.0,0,8.9217077641,8.75,9.3271221535,0.10345739187436075,Baixo
RA-752,2.0,2U,12.0,-1,6.57279265,5.75,7.525879916999999,0.37310028587663924,Atenção
RA-790,2.0,2U,13.0,-1,6.8089355072,6.75,6.811594203,0.6714833137189108,Alto
RA-590,2.0,2U,12.0,-1,6.712378053800001,4.0,8.457556936,0.2371603954515675,Baixo
RA-1512,2.0,2U,10.0,0,8.10445,5.5,10.0,0.2679443053176396,Baixo
RA-472,2.0,2U,14.0,-1,6.6397610766,6.25,7.48447205,0.752208895755659,Muito alto
RA-628,2.0,2U,13.0,-1,8.2366166666,9.0,10.0,0.5589106212671923,Alto
RA-1513,2.0,2U,12.0,-1,6.5509171717,3.75,7.5252525255,0.4879333420225673,Atenção
RA-1514,2.0,2U,12.0,0,7.520576262600001,5.5,7.979797980000001,0.3604013317269209,Atenção
RA-629,2.0,2U,11.0,0,8.061295238200001,6.0,9.523809524,0.3129248023437918,Atenção
RA-832,2.0,2U,11.0,0,8.2403304348,8.0,8.695652174,0.14765625745233793,Baixo
RA-1515,2.0,2U,12.0,-1,5.832133333300001,3.5,6.6666666665,0.5329064199241845,Alto
RA-833,2.0,2U,11.0,0,8.5184577641,8.0,9.3271221535,0.05572160055719174,Baixo
RA-819,2.0,2U,10.0,1,8.652552484400001,9.0,7.784679089,0.09321084907370229,Baixo
RA-1073,3.0,3A,13.0,0,7.0859945773333335,6.5,6.370972886666667,0.28746416451057544,Baixo
RA-494,3.0,3A,13.0,0,7.922281328333334,6.333333333333333,7.329323308333333,0.137805261181858,Baixo
RA-484,3.0,3A,13.0,0,3.8354776573333336,0.0,3.9141382866666663,0.6195056809630927,Alto
RA-496,3.0,3A,13.0,0,6.726607507733334,5.666666666666667,5.315995871999999,0.39418887971908123,Atenção
RA-1516,3.0,3A,13.0,3,7.217066033133334,4.666666666666667,5.404288499000001,0.51320088900929,Alto
RA-1143,3.0,3A,16.0,-3,5.881225668333334,3.1666666666666665,5.201336675,0.9409164186489803,Muito alto
RA-1517,3.0,3A,15.0,-1,6.240744444466667,4.666666666666667,4.305555555666667,0.9026257773993951,Muito alto
RA-1518,3.0,3A,15.0,-1,5.721382142866666,1.75,5.714285714333333,0.8647967907223141,Muito alto
RA-227,3.0,3A,13.0,0,8.074015455333335,6.5,8.097577276666668,0.24358241929223706,Baixo
RA-487,3.0,3A,12.0,0,9.4171373016,9.666666666666666,9.441269841333334,0.09062944219513035,Baixo
RA-1076,3.0,3A,13.0,0,7.479598365200001,6.333333333333333,7.777033492666668,0.26939012359409187,Baixo
RA-1084,3.0,3A,12.0,0,6.9071109649333335,3.6666666666666665,7.705263158,0.43093584323395023,Atenção
RA-1519,3.0,3A,15.0,3,7.210222117800001,4.833333333333333,5.560902255666666,0.6832510516399075,Alto
RA-490,3.0,3A,12.0,1,7.368084290266667,6.166666666666667,5.5110047846666665,0.31765353411494285,Atenção
RA-346,3.0,3A,12.0,0,7.761749603200001,6.166666666666667,9.149206349333332,0.12992968902074845,Baixo
RA-546,3.0,3B,13.0,0,5.702426010066667,4.666666666666667,3.783838383666666,0.5730091589632433,Alto
RA-1087,3.0,3B,13.0,0,6.913936532,2.6666666666666665,8.393265993333333,0.5816058942327726,Alto
RA-493,3.0,3B,11.0,1,7.464325,3.1666666666666665,8.933333333333334,0.5419608134317984,Alto
RA-1520,3.0,3B,14.0,-1,7.0026462121333335,3.75,9.060606060666666,0.8347631819756612,Muito alto
RA-1072,3.0,3B,12.0,0,7.8153856754,8.166666666666666,5.627886710333333,0.13293665880252828,Baixo
RA-1521,3.0,3B,14.0,-1,5.065788844333333,3.1666666666666665,6.157902555,0.8348815559886421,Muito alto
RA-536,3.0,3B,11.0,1,7.7704681818,5.5,9.109090909,0.3125441652137289,Atenção
RA-1079,3.0,3B,13.0,0,5.4253413299333335,6.333333333333333,4.516498316333333,0.4209608263591568,Atenção
RA-331,3.0,3B,14.0,-1,6.231045707066668,3.5,7.735353535333334,0.9200978855093266,Muito alto
RA-1522,3.0,3B,13.0,0,8.3261,7.0,10.0,0.30874929894044884,Atenção
RA-1096,3.0,3B,11.0,1,9.189883333333334,8.5,9.866666666666667,0.1441225685495392,Baixo
RA-513,3.0,3B,11.0,1,8.728632539666668,7.666666666666667,8.831746031666666,0.13392808549369342,Baixo
RA-531,3.0,3B,12.0,0,7.912792647066666,6.666666666666667,9.803921568666668,0.14615809879197128,Baixo
RA-1523,3.0,3B,11.0,1,8.67371279,8.166666666666666,9.283272283333334,0.1358180485721746,Baixo
RA-1524,3.0,3B,14.0,-1,5.5473805555333335,4.0,2.777777777666667,0.8275132494534209,Muito alto
RA-1147,3.0,3B,15.0,-1,5.833118518533334,3.1666666666666665,6.125925926,0.9090365301592325,Muito alto
RA-479,3.0,3C,12.0,1,8.901966666666668,9.666666666666666,9.866666666666667,0.08618945862239098,Baixo
RA-517,3.0,3C,14.0,0,5.880466583166668,5.0,5.266499582333334,0.6562604807714216,Alto
RA-325,3.0,3C,12.0,0,8.385133333233336,7.0,9.866666666666667,0.10197196379042386,Baixo
RA-1525,3.0,3C,13.0,0,7.778263492033334,7.0,8.293650793666666,0.16144551825263012,Baixo
RA-518,3.0,3C,12.0,0,6.3467483709,4.0,6.830075188,0.3749458658223145,Atenção
RA-1146,3.0,3C,15.0,-2,5.3933086048000005,2.0,5.017209691,0.959609240697167,Muito alto
RA-530,3.0,3C,12.0,0,7.214534419433333,4.5,6.468838763666667,0.25956623826280795,Baixo
RA-524,3.0,3C,13.0,0,7.026322556366667,8.666666666666666,5.111779448666667,0.23413209664990445,Baixo
RA-578,3.0,3C,12.0,1,9.066199999966669,9.833333333333334,10.0,0.09221007305304366,Baixo
RA-526,3.0,3C,14.0,-1,7.843157894833334,7.333333333333333,9.382456140333334,0.5578125909150756,Alto
RA-528,3.0,3C,13.0,0,7.276330075300001,6.666666666666667,5.793483709333334,0.26022734304137995,Baixo
RA-516,3.0,3C,11.0,1,8.384033333366668,8.833333333333334,10.0,0.14367788913519836,Baixo
RA-534,3.0,3C,14.0,0,7.088855054266667,5.0,6.043441938333333,0.7048781044607875,Muito alto
RA-1097,3.0,3C,15.0,-1,5.475324895633334,3.0,4.849791144666667,0.9368055673762652,Muito alto
RA-360,3.0,3C,14.0,-1,6.293175689166667,5.833333333333333,5.618045113,0.8611930190100424,Muito alto
RA-1526,3.0,3D,13.0,0,7.9798,3.75,10.0,0.44975331656211065,Atenção
RA-1077,3.0,3D,12.0,0,5.543865740733334,2.0,7.703703703666666,0.6168527747495616,Alto
RA-508,3.0,3D,12.0,1,6.771708625733333,4.666666666666667,5.567251461999999,0.39671065192195326,Atenção
RA-363,3.0,3D,14.0,0,7.617803571466666,5.333333333333333,9.523809524,0.5577948288103034,Alto
RA-340,3.0,3D,13.0,0,6.715437329466668,5.166666666666667,6.585769980666666,0.3769594063742911,Atenção
RA-1527,3.0,3D,13.0,0,8.631675000000001,8.0,10.0,0.12768334172534174,Baixo
RA-509,3.0,3D,13.0,0,6.918152272733334,6.0,6.363636363666667,0.2720666626215379,Baixo
RA-500,3.0,3D,12.0,0,8.077708333333334,6.666666666666667,10.0,0.057004640033597266,Baixo
RA-1528,3.0,3D,13.0,0,7.622584090933335,5.666666666666667,7.787878788,0.47386842396949436,Atenção
