RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO,DEFASAGEM_T1,IAN_T1,INDE_T1,IDA_T1,IEG_T1,PEDRA_T1,FASE_T1,DEFASADO_T1,PIOROU_DEFASAGEM,RISCO_DEFASAGEM,QUEDA_INDE
RA-40,2022,5.0,A,16.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.203,5.0,6.8,7.8,7.9,7.5,,7.75,4.7,7.3,8.4,6.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.169975,5.9,8.2,Ametista,6.0,1,0,1,1.0
RA-42,2022,5.0,A,15.0,Masculino,2019,3,Rede Decisão,Privada/Bolsa,Ágata,6.72,10.0,4.8,7.9,8.3,5.6,,6.083,3.7,4.5,6.2,5.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,6.794516667,5.7,8.6,Ágata,5.0,1,1,1,0.0
RA-43,2022,5.0,A,16.0,Feminino,2019,3,Escola Pública,Pública,Quartzo,5.486,5.0,4.3,6.5,6.3,5.6,,5.958,4.0,5.8,3.2,6.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.4622,5.0,6.7,Ágata,6.0,1,0,1,0.0
RA-44,2022,5.0,A,17.0,Feminino,2021,1,Escola Pública,Pública,Quartzo,5.542,5.0,3.0,5.9,5.0,7.5,,7.292,2.3,3.5,3.2,7.0,-2,Moderada,1,0.0,3.0,False,0,-2,5.0,6.258333333,6.9,8.5,Ágata,6.0,1,0,1,0.0
RA-45,2022,5.0,A,15.0,Feminino,2019,3,Rede Decisão,Privada/Bolsa,Ametista,7.591,10.0,6.8,8.9,7.9,5.6,,7.417,6.3,5.2,8.8,5.0,0,Em fase,0,0.0,3.0,False,0,0,10.0,8.303591667,7.9,9.6,Topázio,6.0,0,0,0,0.0
RA-46,2022,5.0,A,17.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.048,5.0,2.1,8.4,8.8,6.3,,7.083,2.8,2.8,0.7,7.0,-2,Moderada,1,0.0,3.0,False,0,-3,2.5,5.545383333,4.4,7.4,Quartzo,5.0,1,1,1,1.0
RA-48,2022,5.0,A,15.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,8.006,10.0,8.1,8.4,6.7,7.5,,8.5,6.7,8.0,9.5,5.0,0,Em fase,0,1.0,3.0,False,0,0,10.0,7.797058333,7.7,8.4,Ametista,6.0,0,0,0,1.0
RA-49,2022,5.0,A,17.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.304,5.0,3.9,7.4,7.5,7.5,,7.042,1.5,4.2,6.2,7.0,-2,Moderada,1,0.0,3.0,False,0,0,10.0,,,,,8.0,0,0,0,
RA-52,2022,5.0,B,13.0,Masculino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.861,10.0,6.2,8.9,9.6,7.5,,7.5,3.3,6.3,8.8,3.0,2,Em fase,0,0.0,3.0,False,0,1,10.0,7.9642,6.4,9.8,Ametista,5.0,0,1,1,0.0
RA-53,2022,5.0,B,17.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.725,5.0,7.0,7.0,9.2,7.5,,6.458,6.0,8.0,,7.0,-2,Moderada,1,0.0,3.0,False,0,-2,5.0,7.600633333,7.7,9.1,Ametista,6.0,1,0,1,0.0
RA-55,2022,5.0,B,16.0,Feminino,2017,5,Escola Pública,Pública,Ágata,6.576,5.0,7.5,7.6,7.1,5.6,,6.5,6.7,7.8,7.9,6.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.898033333,7.1,8.1,Ágata,6.0,1,0,1,0.0
RA-56,2022,5.0,B,15.0,Feminino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,8.404,10.0,7.0,10.0,10.0,7.5,,8.25,4.5,6.5,10.0,5.0,0,Em fase,0,0.0,3.0,False,0,0,10.0,8.284333333,7.8,9.5,Topázio,6.0,0,0,0,1.0
RA-57,2022,5.0,B,16.0,Masculino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,7.305,5.0,8.4,8.1,7.1,5.6,,7.875,9.0,7.0,9.3,6.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.450875,7.2,8.0,Ágata,6.0,1,0,1,1.0
RA-58,2022,5.0,B,15.0,Masculino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,8.136,10.0,7.2,9.2,9.6,6.3,,8.125,4.5,8.0,9.0,5.0,0,Em fase,0,0.0,3.0,False,0,0,10.0,7.70625,8.1,9.7,Ametista,6.0,0,0,0,1.0
RA-59,2022,5.0,B,17.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.642,5.0,7.2,9.3,9.2,7.5,,7.917,7.0,5.7,8.8,7.0,-2,Moderada,1,0.0,3.0,False,0,-2,5.0,7.692291667,7.2,9.6,Ametista,6.0,1,0,1,0.0
RA-61,2022,5.0,B,15.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.533,10.0,5.8,7.4,9.2,7.5,,7.875,1.7,6.3,9.3,5.0,0,Em fase,0,0.0,3.0,False,0,0,10.0,7.382108333,6.2,7.0,Ametista,6.0,0,0,0,1.0
RA-62,2022,5.0,B,17.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.891,5.0,9.3,9.4,8.8,7.5,,7.25,8.5,10.0,,7.0,-2,Moderada,1,0.0,3.0,False,0,0,10.0,7.610333333,7.5,9.8,Ametista,7.0,0,0,0,1.0
RA-63,2022,5.0,B,16.0,Masculino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.282,5.0,8.7,9.1,8.3,8.8,,9.417,8.2,8.2,9.7,6.0,-1,Moderada,1,1.0,3.0,False,0,-1,5.0,8.0641,8.7,9.0,Topázio,6.0,1,0,1,1.0
RA-64,2022,5.0,B,16.0,Masculino,2019,3,Escola Pública,Pública,Ametista,7.368,5.0,7.5,8.1,7.1,8.1,,8.25,4.8,8.2,9.4,6.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.452541667,6.7,9.2,Ametista,6.0,1,0,1,0.0
RA-70,2022,5.0,C,16.0,Feminino,2017,5,Escola Pública,Pública,Quartzo,5.712,5.0,2.9,6.6,8.8,5.0,,6.111,5.7,2.9,0.2,6.0,-1,Moderada,1,0.0,4.0,False,0,-2,5.0,6.869133333,4.3,9.2,Ágata,5.0,1,1,1,0.0
RA-71,2022,5.0,C,17.0,Feminino,2019,3,Escola Pública,Pública,Quartzo,4.332,5.0,1.2,2.0,7.9,7.5,,5.833,1.3,2.2,0.0,7.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,7.3651,6.6,9.8,Ametista,6.0,1,0,1,0.0
RA-76,2022,5.0,F,15.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,9.105,10.0,8.7,9.1,10.0,8.1,,9.292,9.3,8.3,8.4,5.0,0,Em fase,0,1.0,4.0,False,0,2,10.0,,,,,7.0,0,0,0,
RA-78,2022,5.0,F,17.0,Masculino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.04,5.0,7.2,6.6,8.3,5.6,,8.0,8.7,5.7,7.3,7.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.434625,6.7,7.7,Ágata,6.0,1,0,1,1.0
RA-79,2022,5.0,F,16.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,6.847,5.0,8.9,6.3,5.4,5.6,,7.292,9.5,7.7,9.5,6.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,6.635883333,7.6,6.2,Ágata,6.0,1,0,1,1.0
RA-80,2022,5.0,K,16.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,7.29,5.0,7.1,8.3,9.2,5.0,,7.625,6.5,7.7,7.3,6.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,7.252275,6.3,8.4,Ametista,6.0,1,0,1,1.0
RA-81,2022,5.0,K,14.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,7.675,10.0,6.0,9.2,9.2,5.0,,7.458,5.5,5.2,7.3,4.0,1,Em fase,0,0.0,4.0,False,0,0,10.0,7.45425,6.3,8.8,Ametista,5.0,0,1,1,1.0
RA-84,2022,5.0,K,17.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,6.682,5.0,5.8,8.8,7.1,5.0,,6.75,5.7,6.5,5.2,7.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.034416667,6.0,8.8,Ágata,6.0,1,0,1,1.0
RA-85,2022,5.0,K,15.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.243,10.0,4.3,7.3,6.7,5.0,,5.833,5.0,3.5,,5.0,0,Em fase,0,0.0,4.0,False,0,-1,5.0,7.08435,5.7,8.9,Ametista,5.0,1,1,1,0.0
RA-86,2022,5.0,K,16.0,Masculino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.566,5.0,6.7,9.6,7.5,5.6,,8.458,6.2,7.2,6.9,6.0,-1,Moderada,1,1.0,4.0,False,0,0,10.0,,,,,7.0,0,0,0,
RA-87,2022,5.0,K,15.0,Masculino,2021,1,Rede Decisão,Privada/Bolsa,Topázio,8.712,10.0,8.8,9.6,8.3,7.5,,8.5,8.3,8.0,10.0,5.0,0,Em fase,0,1.0,4.0,False,0,0,10.0,8.6625,9.3,10.0,Topázio,6.0,0,0,0,1.0
RA-88,2022,5.0,K,17.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.498,5.0,6.5,9.2,7.1,5.6,,9.208,6.8,6.2,6.4,7.0,-2,Moderada,1,1.0,4.0,False,0,0,10.0,,,,,8.0,0,0,0,
RA-89,2022,5.0,K,16.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.323,5.0,5.9,7.8,9.6,7.5,,8.0,7.5,5.7,4.7,6.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,6.700775,5.1,8.1,Ágata,6.0,1,0,1,1.0
RA-90,2022,5.0,L,13.0,Feminino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,9.442,10.0,8.5,9.7,10.0,9.4,,9.75,7.7,8.0,9.8,3.0,2,Em fase,0,1.0,4.0,False,0,1,10.0,8.699408333,7.7,9.6,Topázio,5.0,0,1,1,1.0
RA-91,2022,5.0,L,16.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ágata,6.645,5.0,6.6,5.7,9.2,5.6,,7.125,5.5,5.7,8.5,6.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,7.42395,7.4,7.4,Ametista,6.0,1,0,1,0.0
RA-92,2022,5.0,L,16.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ágata,6.957,5.0,7.4,7.1,9.2,5.0,,6.667,7.8,5.5,8.8,6.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,7.375916667,6.7,9.4,Ametista,6.0,1,0,1,0.0
RA-93,2022,5.0,L,15.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Topázio,8.941,10.0,8.5,9.7,8.3,8.1,,9.083,8.8,8.3,8.4,5.0,0,Em fase,0,1.0,4.0,False,0,1,10.0,,,,,7.0,0,0,0,
RA-94,2022,5.0,L,15.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.921,10.0,7.7,9.6,8.3,8.1,,9.583,7.0,6.7,9.5,5.0,0,Em fase,0,1.0,4.0,False,0,-1,5.0,7.289333333,7.2,9.6,Ametista,5.0,1,1,1,1.0
RA-96,2022,5.0,L,16.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.54,5.0,6.7,7.8,9.2,6.9,,8.5,5.7,6.5,8.0,6.0,-1,Moderada,1,1.0,4.0,False,0,-1,5.0,7.610791667,6.4,8.9,Ametista,6.0,1,0,1,0.0
RA-98,2022,5.0,L,15.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,9.354,10.0,8.5,10.0,8.8,9.4,,9.667,8.4,8.2,8.9,5.0,0,Em fase,0,1.0,4.0,False,0,2,10.0,,,,,7.0,0,0,0,
RA-99,2022,5.0,L,16.0,Masculino,2019,3,Escola Pública,Pública,Ágata,6.158,5.0,5.0,6.3,8.8,7.5,,5.833,5.7,3.4,5.8,6.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,6.68045,4.5,8.3,Ágata,6.0,1,0,1,0.0
RA-103,2022,4.0,A,13.0,Feminino,2020,2,Rede Decisão,Privada/Bolsa,Topázio,8.107,10.0,7.3,8.7,7.9,7.5,,7.708,7.3,7.3,7.3,3.0,1,Em fase,0,0.0,4.0,False,0,1,10.0,8.0239,7.1,9.2,Topázio,5.0,0,0,0,1.0
RA-104,2022,4.0,A,18.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.315,2.5,3.7,8.7,7.9,7.5,,6.708,4.8,5.8,0.3,8.0,-4,Severa,1,0.0,4.0,False,0,-3,2.5,4.25,2.6,7.7,Quartzo,5.0,1,0,1,1.0
RA-106,2022,4.0,A,15.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.973,5.0,7.4,8.0,9.2,9.4,,8.375,7.8,7.2,7.2,5.0,-1,Moderada,1,1.0,4.0,False,0,0,10.0,7.769658333,7.3,9.1,Ametista,5.0,0,0,0,1.0
RA-107,2022,4.0,A,15.0,Feminino,2018,4,Escola Pública,Pública,Ágata,6.258,5.0,4.6,6.4,7.5,7.5,,6.5,3.3,4.3,6.0,5.0,-1,Moderada,1,0.0,4.0,False,0,0,10.0,6.845208333,7.0,8.5,Ágata,5.0,0,0,0,0.0
RA-108,2022,4.0,A,17.0,Feminino,2019,3,Escola Pública,Pública,Quartzo,5.547,2.5,5.0,7.7,4.6,5.0,,6.125,3.0,5.8,6.2,7.0,-3,Severa,1,0.0,4.0,False,0,-2,5.0,4.9308,2.9,7.3,Quartzo,5.0,1,0,1,1.0
RA-109,2022,4.0,A,16.0,Masculino,2021,1,Rede Decisão,Privada/Bolsa,Topázio,8.512,5.0,8.4,10.0,8.8,8.8,,8.667,7.8,7.5,9.9,6.0,-2,Moderada,1,1.0,4.0,False,0,-1,5.0,8.3184,8.3,9.9,Topázio,6.0,1,0,1,1.0
RA-110,2022,4.0,A,14.0,Masculino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,8.15,10.0,6.7,9.7,9.2,5.6,,8.0,8.3,5.7,6.0,4.0,0,Em fase,0,0.0,4.0,False,0,0,10.0,8.0879,7.5,8.6,Topázio,5.0,0,0,0,1.0
RA-111,2022,4.0,A,13.0,Feminino,2020,2,Rede Decisão,Privada/Bolsa,Topázio,8.646,10.0,8.0,9.4,7.5,8.1,,8.667,6.7,7.5,9.7,3.0,1,Em fase,0,1.0,4.0,False,0,1,10.0,7.566458333,6.0,8.7,Ametista,5.0,0,0,0,1.0
RA-112,2022,4.0,A,15.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.836,5.0,8.5,7.8,7.9,6.3,,8.833,9.0,7.5,9.1,5.0,-1,Moderada,1,1.0,4.0,False,0,-1,5.0,7.141308333,7.4,8.1,Ametista,5.0,1,0,1,1.0
RA-114,2022,4.0,A,16.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,5.894,5.0,5.3,6.3,7.9,7.5,,5.0,6.0,4.5,,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,5.335,5.6,6.0,Quartzo,5.0,1,0,1,1.0
RA-115,2022,4.0,A,16.0,Feminino,2019,3,Escola Pública,Pública,Quartzo,5.886,5.0,3.8,6.8,8.3,6.3,,5.583,3.0,5.7,2.7,6.0,-2,Moderada,1,0.0,4.0,False,0,-1,5.0,6.319141667,4.2,7.1,Ágata,5.0,1,0,1,0.0
RA-116,2022,4.0,B,16.0,Feminino,2019,3,Escola Pública,Pública,Ágata,6.854,5.0,5.9,8.1,5.8,6.3,,7.792,5.0,7.2,5.5,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.433075,4.7,7.6,Ágata,5.0,1,0,1,1.0
RA-119,2022,4.0,B,14.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.501,10.0,5.4,8.2,8.3,5.6,,7.875,5.7,7.0,3.4,4.0,0,Em fase,0,0.0,4.0,False,0,2,10.0,,,,,7.0,0,0,0,
RA-121,2022,4.0,B,16.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.245,5.0,7.2,8.4,7.1,6.3,,7.625,5.7,6.8,9.0,6.0,-2,Moderada,1,0.0,4.0,False,0,-1,5.0,6.811875,6.0,8.8,Ágata,5.0,1,0,1,1.0
RA-123,2022,4.0,B,16.0,Masculino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,7.084,5.0,6.5,8.6,7.9,5.6,,7.292,7.3,6.3,5.9,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.068333333,5.7,9.4,Ágata,5.0,1,0,1,1.0
RA-125,2022,4.0,B,15.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.619,5.0,7.1,8.5,8.8,7.5,,7.75,5.0,7.2,9.2,5.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,6.989633333,5.8,7.7,Ágata,5.0,1,0,1,1.0
RA-127,2022,4.0,B,14.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.283,10.0,7.9,8.7,7.5,7.5,,8.125,7.7,7.7,8.3,4.0,0,Em fase,0,0.0,4.0,False,0,0,10.0,7.91935,6.4,7.8,Ametista,5.0,0,0,0,1.0
RA-128,2022,4.0,B,15.0,Masculino,2019,3,Escola Pública,Pública,Quartzo,5.563,5.0,5.6,6.2,,7.5,,6.167,6.7,6.8,3.2,5.0,-1,Moderada,1,0.0,4.0,False,1,-1,5.0,6.503908333,5.7,7.3,Ágata,5.0,1,0,1,0.0
RA-131,2022,4.0,F,15.0,Feminino,2016,6,Escola Pública,Pública,Ametista,7.174,5.0,5.6,9.0,8.8,5.6,,7.75,6.0,6.5,4.2,5.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,5.952358333,2.2,7.8,Quartzo,5.0,1,0,1,1.0
RA-132,2022,4.0,F,14.0,Feminino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,8.355,10.0,7.7,8.8,10.0,5.6,,8.458,6.5,7.5,9.1,4.0,0,Em fase,0,1.0,4.0,False,0,0,10.0,7.350625,6.5,8.7,Ametista,5.0,0,0,0,1.0
RA-133,2022,4.0,F,15.0,Feminino,2016,6,Escola Pública,Pública,Ágata,6.875,5.0,5.6,7.1,7.9,7.5,,7.625,4.7,7.2,5.0,5.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,6.168416667,5.3,7.9,Ágata,5.0,1,0,1,1.0
RA-137,2022,4.0,F,17.0,Feminino,2016,6,Rede Decisão,Privada/Bolsa,Ametista,7.056,2.5,7.3,8.9,7.5,5.0,,7.792,6.0,7.3,8.5,7.0,-3,Severa,1,0.0,4.0,False,0,-2,5.0,5.937025,6.0,6.3,Quartzo,5.0,1,0,1,1.0
RA-138,2022,4.0,F,15.0,Masculino,2016,6,Escola Pública,Pública,Ágata,6.738,5.0,5.6,8.0,9.6,5.6,,6.375,5.0,6.5,5.2,5.0,-1,Moderada,1,0.0,4.0,False,0,-2,5.0,6.784075,4.3,7.9,Ágata,4.0,1,1,1,0.0
RA-141,2022,4.0,F,14.0,Masculino,2017,5,Escola Pública,Pública,Ametista,7.118,10.0,5.7,8.2,9.2,5.6,,5.917,5.8,6.2,5.0,4.0,0,Em fase,0,0.0,4.0,False,0,-1,5.0,6.719791667,4.5,8.4,Ágata,4.0,1,1,1,1.0
RA-143,2022,4.0,F,13.0,Masculino,2019,3,Rede Decisão,Privada/Bolsa,Topázio,8.638,10.0,7.9,9.9,8.3,5.6,,9.5,9.7,7.7,6.4,3.0,1,Em fase,0,1.0,4.0,False,0,1,10.0,7.794358333,6.5,9.6,Ametista,5.0,0,0,0,1.0
RA-144,2022,4.0,F,14.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,8.181,10.0,7.9,9.3,7.5,5.0,,8.292,7.5,7.2,9.0,4.0,0,Em fase,0,0.0,4.0,False,0,1,10.0,4.990333333,4.4,5.2,Quartzo,5.0,0,0,0,1.0
RA-145,2022,4.0,H,16.0,Masculino,2017,5,Escola Pública,Pública,Quartzo,5.846,5.0,5.2,6.3,,8.1,,7.25,3.0,4.8,7.8,6.0,-2,Moderada,1,0.0,4.0,False,1,-3,2.5,,6.2,9.0,,4.0,1,1,1,
RA-146,2022,4.0,H,15.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.947,5.0,7.9,9.2,8.3,7.5,,8.208,6.3,7.3,10.0,5.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,7.584483333,7.9,9.5,Ametista,5.0,1,0,1,1.0
RA-147,2022,4.0,H,14.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.541,10.0,6.1,7.7,8.3,7.5,,7.25,5.8,4.8,7.7,4.0,0,Em fase,0,0.0,4.0,False,0,-1,5.0,5.5425,4.5,7.0,Quartzo,4.0,1,1,1,1.0
RA-149,2022,4.0,H,15.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.323,5.0,5.0,6.5,9.2,7.5,,6.125,4.0,6.0,,5.0,-1,Moderada,1,0.0,4.0,False,0,-2,5.0,5.622266667,4.7,4.2,Quartzo,4.0,1,1,1,1.0
RA-151,2022,4.0,H,16.0,Feminino,2020,2,Escola Pública,Pública,Ametista,7.563,5.0,8.3,7.5,8.8,6.9,,7.958,7.3,8.0,9.5,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.892541667,7.9,7.8,Ágata,5.0,1,0,1,1.0
RA-152,2022,4.0,L,16.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.712,5.0,6.5,7.0,8.3,7.5,,6.292,4.0,7.0,8.5,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.30695,4.5,7.7,Ágata,4.0,1,0,1,1.0
RA-153,2022,4.0,L,14.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.535,10.0,6.6,8.2,7.9,5.0,,7.708,3.3,7.7,8.8,4.0,0,Em fase,0,0.0,4.0,False,0,0,10.0,7.289966667,6.4,7.4,Ametista,5.0,0,0,0,1.0
RA-155,2022,4.0,L,16.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.051,5.0,5.2,8.3,10.0,7.5,,6.833,4.3,6.8,4.3,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.318991667,4.4,8.1,Ágata,5.0,1,0,1,1.0
RA-157,2022,4.0,L,12.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.317,10.0,7.7,10.0,7.5,6.3,,8.292,7.0,7.5,8.7,3.0,1,Em fase,0,0.0,4.0,False,0,2,10.0,7.879008333,6.8,9.9,Ametista,5.0,0,0,0,1.0
RA-158,2022,4.0,L,17.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Ametista,7.302,2.5,6.6,9.8,7.9,5.6,,8.125,5.0,6.7,8.1,7.0,-3,Severa,1,0.0,4.0,False,0,1,10.0,7.297425,6.0,9.0,Ametista,5.0,0,0,0,1.0
RA-159,2022,4.0,L,15.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.49,5.0,4.7,8.1,8.3,5.6,,6.458,4.3,5.8,3.9,5.0,-1,Moderada,1,0.0,4.0,False,0,-2,5.0,6.805033333,6.3,8.1,Ágata,4.0,1,1,1,0.0
RA-160,2022,4.0,L,15.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.746,5.0,5.3,7.2,7.5,5.6,,8.25,2.7,6.0,7.1,5.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,6.598266667,5.0,8.3,Ágata,5.0,1,0,1,1.0
RA-161,2022,4.0,L,11.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.957,10.0,6.9,9.1,7.9,5.6,,8.083,5.3,6.8,8.5,2.0,2,Em fase,0,0.0,4.0,False,0,1,10.0,6.250166667,5.8,7.3,Ágata,5.0,0,1,1,1.0
RA-164,2022,4.0,L,16.0,Masculino,2018,4,Escola Pública,Pública,Ágata,6.776,5.0,6.5,7.3,8.3,5.6,,7.208,4.7,6.5,8.3,6.0,-2,Moderada,1,0.0,4.0,False,0,-1,5.0,5.638666667,5.8,8.2,Quartzo,5.0,1,0,1,1.0
RA-165,2022,4.0,L,14.0,Feminino,2017,5,Rede Decisão,Privada/Bolsa,Topázio,8.063,10.0,7.6,9.8,7.1,5.6,,7.5,5.3,7.8,9.7,4.0,0,Em fase,0,0.0,4.0,False,0,0,10.0,7.583433333,7.3,9.2,Ametista,5.0,0,0,0,1.0
RA-166,2022,4.0,L,14.0,Masculino,2020,2,Escola Pública,Pública,Topázio,8.253,10.0,8.1,9.0,9.2,6.3,,7.542,7.0,7.2,10.0,4.0,0,Em fase,0,0.0,4.0,False,0,0,10.0,8.105583333,8.1,8.9,Topázio,5.0,0,0,0,1.0
RA-167,2022,4.0,P,16.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ametista,7.798,5.0,7.9,9.7,9.2,5.6,,7.833,9.3,8.0,6.3,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,7.806141667,7.9,9.9,Ametista,5.0,1,0,1,0.0
RA-168,2022,4.0,P,15.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,6.917,5.0,5.9,8.3,7.9,6.3,,7.083,4.7,8.2,5.0,5.0,-1,Moderada,1,0.0,4.0,False,0,0,10.0,6.483083333,4.7,9.6,Ágata,5.0,0,0,0,1.0
RA-170,2022,4.0,P,14.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,7.007,10.0,4.9,9.2,8.3,5.6,,5.792,3.7,6.7,4.3,4.0,0,Em fase,0,0.0,4.0,False,0,-2,5.0,7.062433333,7.2,8.9,Ametista,3.0,1,1,1,0.0
RA-171,2022,4.0,P,16.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.581,5.0,5.5,6.8,7.5,7.5,,6.875,3.0,8.0,,6.0,-2,Moderada,1,0.0,4.0,False,0,-2,5.0,6.293083333,5.2,7.2,Ágata,5.0,1,0,1,1.0
RA-172,2022,4.0,P,14.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Topázio,8.673,10.0,7.3,8.9,9.2,9.4,,8.917,6.0,7.7,8.1,4.0,0,Em fase,0,1.0,4.0,False,0,2,10.0,,,,,7.0,0,0,0,
RA-173,2022,4.0,P,17.0,Masculino,2019,3,Rede Decisão,Privada/Bolsa,Ametista,7.816,2.5,7.9,9.2,8.3,6.9,,9.25,9.0,7.5,7.1,7.0,-3,Severa,1,1.0,4.0,False,0,-2,5.0,7.757466667,8.1,8.5,Ametista,5.0,1,0,1,1.0
RA-174,2022,4.0,P,15.0,Feminino,2019,3,Escola Pública,Pública,Ágata,6.075,5.0,4.4,6.2,7.9,7.5,,6.042,4.0,5.3,3.8,5.0,-1,Moderada,1,0.0,4.0,False,0,-2,5.0,6.1242,5.1,5.6,Ágata,4.0,1,1,1,0.0
RA-175,2022,4.0,P,15.0,Feminino,2018,4,Rede Decisão,Privada/Bolsa,Ágata,6.75,5.0,5.9,9.2,8.3,5.6,,5.833,4.7,7.2,5.9,5.0,-1,Moderada,1,0.0,4.0,False,0,-1,5.0,6.569516667,4.8,9.2,Ágata,5.0,1,0,1,1.0
