RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO
RA-1246,2023,8.0,8B,20.0,Feminino,2021,2,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1247,2023,8.0,8B,21.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1248,2023,8.0,8B,20.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1249,2023,8.0,8B,26.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1250,2023,8.0,8B,20.0,Masculino,2021,2,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1251,2023,8.0,8B,20.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1252,2023,8.0,8B,21.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1253,2023,8.0,8D,23.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1254,2023,8.0,8D,19.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1255,2023,8.0,8D,19.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1256,2023,8.0,8D,18.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1257,2023,8.0,8D,18.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1258,2023,8.0,8D,24.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1259,2023,8.0,8D,19.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1260,2023,8.0,8D,19.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1261,2023,8.0,8D,19.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1262,2023,8.0,8D,19.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1263,2023,8.0,8D,20.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1264,2023,8.0,8D,20.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1265,2023,8.0,8D,20.0,Masculino,2022,1,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1266,2023,8.0,8D,19.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1267,2023,8.0,8D,22.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1268,2023,8.0,8D,19.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-14,2023,8.0,8E,21.0,Masculino,2022,1,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-13,2023,8.0,8E,18.0,Masculino,2016,7,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-12,2023,8.0,8E,18.0,Feminino,2020,3,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-7,2023,8.0,8E,19.0,Masculino,2017,6,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-6,2023,8.0,8E,19.0,Feminino,2021,2,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-5,2023,8.0,8E,18.0,Feminino,2016,7,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1,2023,8.0,8E,20.0,Feminino,2016,7,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-36,2023,8.0,8E,18.0,Feminino,2019,4,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-35,2023,8.0,8E,18.0,Feminino,2019,4,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-34,2023,8.0,8E,18.0,Masculino,2016,7,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-31,2023,8.0,8E,18.0,Feminino,2019,4,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-23,2023,8.0,8E,17.0,Masculino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,7.0,1,Em fase,0,,,True,0
RA-88,2023,8.0,8E,18.0,Masculino,2021,2,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1269,2023,8.0,8E,18.0,Feminino,2021,2,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-49,2023,8.0,8E,18.0,Feminino,2022,1,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1270,2023,8.0,8E,19.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-29,2023,8.0,8E,18.0,Masculino,2022,1,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-17,2023,8.0,8E,21.0,Masculino,2022,1,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-21,2023,8.0,8E,19.0,Masculino,2022,1,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-25,2023,8.0,8E,18.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-2,2023,8.0,8E,18.0,Feminino,2017,6,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1271,2023,8.0,8E,18.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1272,2023,8.0,8E,18.0,Feminino,2021,2,Privada *Parcerias com Bolsa 100%,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1273,2023,8.0,8E,17.0,Feminino,2023,0,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,7.0,1,Em fase,0,,,True,0
RA-1274,2023,8.0,8E,18.0,Feminino,2021,2,Privada - Pagamento por *Empresa Parceira,Privada/Bolsa,,,10.0,,,,,,,,,,8.0,0,Em fase,0,,,True,0
RA-1275,2024,0.0,ALFA A - G0/G1,8.0,Masculino,2024,0,Pública,Pública,Ametista,7.611366666700001,10.0,8.0,8.6666666665,10.002,6.26,5.625,5.446666667,10.0,6.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1276,2024,0.0,ALFA A - G0/G1,8.0,Feminino,2024,0,Pública,Pública,Topázio,8.002866666700001,10.0,8.0,9.3333333335,10.002,3.76,7.5,7.05,10.0,6.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1277,2024,0.0,ALFA A - G0/G1,8.0,Masculino,2024,0,Pública,Pública,Ametista,7.952200000100001,10.0,8.0,9.0833333335,10.002,3.76,7.5,7.046666667,10.0,6.0,,0.0,0,Em fase,0,,3.0,False,0
RA-868,2024,0.0,ALFA A - G0/G1,8.0,Masculino,2023,1,Pública,Pública,Ametista,7.156366666600001,5.0,7.0,9.75,8.002,3.76,6.875,7.213333333,8.0,6.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1278,2024,0.0,ALFA A - G0/G1,9.0,Masculino,2024,0,Pública,Pública,Quartzo,5.444199999900001,5.0,7.5,4.1666666665,9.002,3.76,5.0,4.173333333,8.0,7.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1279,2024,0.0,ALFA B - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Topázio,8.0822,5.0,8.25,10.0,10.002,6.26,7.5,7.78,9.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-861,2024,0.0,ALFA B - G2/G3,9.0,Feminino,2023,1,Pública,Pública,Topázio,8.959700000000002,5.0,10.0,10.0,9.502,7.51,8.125,9.73,10.0,10.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-862,2024,0.0,ALFA B - G2/G3,10.0,Masculino,2023,1,Pública,Pública,Ametista,7.346677272700001,5.0,7.5,8.6136363635,9.002,7.51,7.1875,6.27,10.0,5.0,,2.0,-2,Moderada,1,,3.0,False,0
RA-1280,2024,0.0,ALFA B - G2/G3,9.0,Masculino,2024,0,Pública,Pública,Topázio,8.152624242500002,5.0,8.5,9.5454545455,10.002,6.26,7.5,8.336666667,10.0,7.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1281,2024,0.0,ALFA B - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Ametista,7.982890909100001,5.0,9.25,9.5454545455,7.918,6.26,7.5,7.78,10.0,8.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-895,2024,0.0,ALFA B - G2/G3,9.0,Feminino,2023,1,Pública,Pública,Topázio,8.2579575757,5.0,9.5,9.5454545455,9.502,6.26,7.5,8.113333333,10.0,9.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-884,2024,0.0,ALFA B - G2/G3,8.0,Feminino,2023,1,Pública,Pública,Topázio,8.0345030302,5.0,8.75,8.818181818,10.002,6.26,7.5,8.223333333,10.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1282,2024,0.0,ALFA B - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Ametista,7.8769272727000015,5.0,9.25,8.1136363635,9.502,6.26,7.5,7.89,10.0,8.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-889,2024,0.0,ALFA B - G2/G3,9.0,Masculino,2023,1,Pública,Pública,Topázio,8.191290909100001,5.0,9.75,9.2954545455,8.502,6.26,7.5,8.28,10.0,9.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-867,2024,0.0,ALFA B - G2/G3,9.0,Masculino,2023,1,Pública,Pública,Ametista,7.583018181800001,5.0,8.5,7.409090909,9.002,7.51,7.5,7.5,10.0,7.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1283,2024,0.0,ALFA B - G2/G3,10.0,Masculino,2024,0,Pública,Pública,Topázio,8.3033538462,5.0,9.0,9.230769231,10.002,7.51,7.5,8.28,10.0,8.0,,2.0,-2,Moderada,1,,3.0,False,0
RA-891,2024,0.0,ALFA B - G2/G3,10.0,Feminino,2023,1,Pública,Pública,Topázio,8.035957575700001,5.0,8.75,9.0454545455,10.002,6.26,7.5,8.003333333,10.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1284,2024,0.0,ALFA C - G0/G1,8.0,Feminino,2024,0,Pública,Pública,Topázio,8.3800152174,10.0,10.0,9.347826087,9.002,2.51,7.8125,7.89,10.0,10.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1012,2024,0.0,ALFA C - G0/G1,9.0,Feminino,2023,1,Pública,Pública,Topázio,8.057128571400002,5.0,9.75,9.523809524,9.502,2.51,8.125,8.443333333,10.0,9.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1285,2024,0.0,ALFA C - G0/G1,7.0,Feminino,2024,0,Pública,Pública,Topázio,8.156578882000002,10.0,8.0,8.830227742999998,10.002,2.51,7.5,8.946666667,8.0,8.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1286,2024,0.0,ALFA C - G0/G1,7.0,Masculino,2024,0,Pública,Pública,Quartzo,5.914801966800001,10.0,7.0,5.051759834,8.002,2.51,5.3125,4.61,8.0,6.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1287,2024,0.0,ALFA C - G0/G1,8.0,Feminino,2024,0,Pública,Pública,Ametista,7.619650310500001,5.0,7.75,9.3064182195,10.002,2.51,8.125,8.223333333,8.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1288,2024,0.0,ALFA C - G0/G1,7.0,Feminino,2024,0,Pública,Pública,Ametista,7.9208899585,10.0,10.0,7.9813664595,9.002,2.51,7.1875,7.273333333,10.0,10.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1289,2024,0.0,ALFA D - G2/G3,10.0,Feminino,2024,0,Pública,Pública,Ametista,7.2171722223,5.0,7.75,9.4444444445,7.002,7.51,5.9375,6.166666667,9.0,6.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1290,2024,0.0,ALFA D - G2/G3,9.0,Masculino,2024,0,Pública,Pública,Topázio,8.407200000000001,5.0,8.75,10.0,10.002,7.51,7.5,8.28,10.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1291,2024,0.0,ALFA D - G2/G3,9.0,Masculino,2024,0,Pública,Pública,Topázio,8.079200000000002,5.0,8.25,9.5,9.502,7.51,7.5,7.89,10.0,6.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-885,2024,0.0,ALFA D - G2/G3,9.0,Masculino,2023,1,Pública,Pública,Topázio,8.2072,5.0,8.5,10.0,8.502,7.51,7.5,8.28,10.0,7.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1292,2024,0.0,ALFA D - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Ágata,6.9031621211,5.0,8.25,4.7727272725,7.502,7.51,7.1875,7.893333333,10.0,6.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1293,2024,0.0,ALFA D - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Topázio,8.005023232300001,5.0,8.5,9.4949494945,8.002,7.51,6.875,8.336666667,8.5,8.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-888,2024,0.0,ALFA D - G2/G3,8.0,Masculino,2023,1,Pública,Pública,Topázio,8.1942,5.0,8.5,10.0,9.002,6.88,7.5,8.28,9.0,8.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1294,2024,0.0,ALFA D - G2/G3,10.0,Masculino,2024,0,Pública,Pública,Ametista,7.9493666666,5.0,7.75,10.0,9.502,7.51,6.875,7.553333333,9.0,6.5,,2.0,-2,Moderada,1,,3.0,False,0
RA-1009,2024,0.0,ALFA E - G2/G3,9.0,Masculino,2023,1,Pública,Pública,Ágata,6.395389393900001,5.0,7.5,6.8863636365000005,8.002,2.51,6.5625,6.553333333,10.0,5.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1013,2024,0.0,ALFA E - G2/G3,8.0,Masculino,2023,1,Pública,Pública,Quartzo,5.7839559808,5.0,7.75,5.6937799039999994,9.002,2.51,5.0,4.72,8.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1295,2024,0.0,ALFA E - G2/G3,8.0,Feminino,2024,0,Pública,Pública,Topázio,8.0617454545,10.0,7.5,9.5227272725,10.002,2.51,7.5,8.28,7.0,8.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1296,2024,0.0,ALFA E - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Ametista,7.0574222223000005,5.0,6.5,8.4444444445,9.002,2.51,7.5,8.336666667,7.5,5.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-863,2024,0.0,ALFA E - G2/G3,8.0,Masculino,2023,1,Pública,Pública,Quartzo,4.6684348484000004,5.0,5.5,3.159090909,8.502,2.51,4.6875,4.333333333,10.0,1.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1297,2024,0.0,ALFA E - G2/G3,8.0,Masculino,2024,0,Pública,Pública,Ametista,7.620247619000001,5.0,9.25,9.761904762,9.502,2.51,7.5,6.833333333,10.0,8.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1014,2024,0.0,ALFA E - G2/G3,8.0,Feminino,2023,1,Pública,Pública,Ágata,6.315972727300001,5.0,5.25,7.8863636365000005,8.502,2.51,6.875,7.0,6.5,4.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-880,2024,0.0,ALFA E - G2/G3,8.0,Feminino,2023,1,Pública,Pública,Ágata,6.853080434800001,5.0,6.5,8.445652174,9.502,2.51,7.1875,7.22,7.5,5.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-886,2024,0.0,ALFA E - G2/G3,8.0,Feminino,2023,1,Pública,Pública,Topázio,8.419200000000002,5.0,8.75,10.0,9.502,8.13,7.5,8.28,9.0,8.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1298,2024,0.0,ALFA E - G2/G3,8.0,Masculino,2024,0,Pública,Pública,Ametista,7.577287995300001,10.0,6.75,6.643356643500001,9.502,7.51,7.1875,7.393333333,7.0,6.5,,0.0,0,Em fase,0,,3.0,False,0
RA-1299,2024,0.0,ALFA E - G2/G3,10.0,Masculino,2024,0,Pública,Pública,Ametista,7.069727777800001,5.0,6.5,7.638888889,8.502,7.51,7.1875,7.11,7.0,6.0,,2.0,-2,Moderada,1,,3.0,False,0
RA-904,2024,0.0,ALFA F - G0/G1,8.0,Feminino,2023,1,Pública,Pública,Ametista,7.6352,5.0,6.0,8.75,9.502,7.51,7.5,8.67,6.0,6.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1300,2024,0.0,ALFA F - G0/G1,8.0,Feminino,2024,0,Pública,Pública,Ametista,7.623866666600001,5.0,9.0,8.75,8.502,2.51,7.5,8.613333333,10.0,8.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1301,2024,0.0,ALFA F - G0/G1,8.0,Masculino,2024,0,Pública,Pública,Quartzo,5.6345333333,5.0,7.0,2.9166666665000003,9.502,2.51,7.5,6.0,10.0,4.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1302,2024,0.0,ALFA F - G0/G1,8.0,Masculino,2024,0,Pública,Pública,Quartzo,5.758866666800001,10.0,4.0,5.416666667,10.002,2.51,6.25,4.996666667,4.0,4.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1303,2024,0.0,ALFA F - G0/G1,8.0,Feminino,2024,0,Pública,Pública,Topázio,8.8352,10.0,10.0,10.0,10.002,2.51,7.5,9.17,10.0,10.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1304,2024,0.0,ALFA G - G2/G3,10.0,Feminino,2024,0,Pública,Pública,Ametista,7.085119934500001,5.0,6.0,7.9575163395,9.002,8.135,7.8125,6.493333333,6.0,6.0,,2.0,-2,Moderada,1,,3.0,False,0
RA-1305,2024,0.0,ALFA G - G2/G3,10.0,Feminino,2024,0,Pública,Pública,Ágata,6.685221929800001,5.0,4.75,8.710526316,8.502,2.51,7.8125,8.053333333,2.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1306,2024,0.0,ALFA G - G2/G3,8.0,Feminino,2024,0,Pública,Pública,Topázio,8.503033333400001,5.0,9.75,10.0,9.002,8.135,7.5,7.946666667,10.0,9.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-702,2024,0.0,ALFA G - G2/G3,10.0,Feminino,2022,2,Pública,Pública,Ametista,7.665116666600001,5.0,9.25,9.75,9.002,2.51,7.8125,7.163333333,10.0,8.5,,2.0,-2,Moderada,1,,3.0,False,0
RA-725,2024,0.0,ALFA G - G2/G3,10.0,Masculino,2022,2,Pública,Pública,Ametista,7.0900771929,5.0,7.25,7.6710526315,7.502,7.51,7.5,6.773333333,7.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-912,2024,0.0,ALFA G - G2/G3,10.0,Feminino,2023,1,Pública,Pública,Ametista,7.697103508700001,5.0,7.25,9.4736842105,9.002,7.51,8.125,6.943333333,7.0,7.5,,2.0,-2,Moderada,1,,3.0,False,0
RA-918,2024,0.0,ALFA G - G2/G3,8.0,Feminino,2023,1,Pública,Pública,Quartzo,5.657357017600001,5.0,2.75,8.697368421,7.918,2.51,5.9375,6.156666667,1.0,4.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-920,2024,0.0,ALFA G - G2/G3,9.0,Feminino,2023,1,Pública,Pública,Ametista,7.7494938597,5.0,8.25,7.6710526315,9.502,7.51,7.1875,8.226666667,9.0,7.5,,1.0,-1,Moderada,1,,3.0,False,0
RA-1307,2024,0.0,ALFA H - G0/G1,8.0,Masculino,2024,0,Pública,Pública,Ágata,6.5940333333000005,10.0,5.5,5.833333333500001,10.002,6.255,6.25,5.383333333,7.0,4.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1308,2024,0.0,ALFA H - G0/G1,9.0,Feminino,2024,0,Pública,Pública,Ágata,6.876997101400001,5.0,6.0,7.445652174,10.002,7.51,7.5,5.933333333,8.0,4.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1309,2024,0.0,ALFA H - G0/G1,7.0,Feminino,2024,0,Pública,Pública,Topázio,8.379199999899999,10.0,7.5,9.1666666665,9.002,7.51,7.5,8.223333333,8.0,7.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1310,2024,0.0,ALFA H - G0/G1,7.0,Feminino,2024,0,Pública,Pública,Topázio,8.3907833334,10.0,10.0,9.375,8.502,2.51,7.8125,8.166666667,10.0,10.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1311,2024,0.0,ALFA H - G0/G1,8.0,Masculino,2024,0,Pública,Pública,Ágata,6.4118666668,10.0,0.0,9.166666667,9.002,2.51,7.5,8.386666667,0.0,0.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1312,2024,0.0,ALFA H - G0/G1,9.0,Masculino,2024,0,Pública,Pública,Ametista,7.510200000000001,5.0,6.5,8.333333333,10.002,7.51,6.25,8.336666667,8.0,5.0,,1.0,-1,Moderada,1,,3.0,False,0
RA-1313,2024,0.0,ALFA H - G0/G1,8.0,Masculino,2024,0,Pública,Pública,Topázio,8.0155333334,10.0,6.25,8.125,9.502,7.51,7.5,8.446666667,4.0,8.5,,0.0,0,Em fase,0,,3.0,False,0
RA-1314,2024,0.0,ALFA H - G0/G1,7.0,Feminino,2024,0,Pública,Pública,Topázio,8.239799999999999,10.0,9.0,8.541666667,7.418,7.51,7.5,7.443333333,8.0,10.0,,0.0,0,Em fase,0,,3.0,False,0
RA-1315,2024,0.0,ALFA H - G0/G1,7.0,Masculino,2024,0,Pública,Pública,Topázio,8.3510666667,10.0,9.0,8.3333333335,6.834,7.51,7.5,8.5,10.0,8.0,,0.0,0,Em fase,0,,3.0,False,0
RA-921,2024,0.0,ALFA I - G2/G3,8.0,Feminino,2023,1,Pública,Pública,Ametista,7.2838203209,5.0,6.0,8.6631016045,8.502,7.51,7.5,7.5,5.0,7.0,,1.0,-1,Moderada,1,,2.0,False,0
RA-1316,2024,0.0,ALFA I - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Ametista,7.59291123,5.0,7.75,8.20855615,9.002,7.51,7.5,7.5,9.0,6.5,,1.0,-1,Moderada,1,,2.0,False,0
RA-1317,2024,0.0,ALFA I - G2/G3,9.0,Feminino,2024,0,Pública,Pública,Ametista,7.665638502700001,5.0,10.0,7.0721925135,7.502,7.51,7.5,7.5,10.0,10.0,,1.0,-1,Moderada,1,,2.0,False,0
RA-897,2024,0.0,ALFA I - G2/G3,10.0,Masculino,2023,1,Pública,Pública,Quartzo,5.2212050505,5.0,6.0,2.7525252525,7.002,2.51,6.875,6.66,5.5,6.5,,1.0,-1,Moderada,1,,2.0,False,0
RA-908,2024,0.0,ALFA I - G2/G3,9.0,Feminino,2023,1,Pública,Pública,Ágata,6.764292246,5.0,4.75,8.14171123,8.502,7.51,7.1875,6.83,3.0,6.5,,1.0,-1,Moderada,1,,2.0,False,0
RA-916,2024,0.0,ALFA I - G2/G3,10.0,Feminino,2023,1,Pública,Pública,Quartzo,5.5058531621,5.0,2.75,7.3320158105,8.502,2.51,6.5625,6.16,3.5,2.0,,2.0,-2,Moderada,1,,2.0,False,0
RA-924,2024,0.0,ALFA I - G2/G3,9.0,Masculino,2023,1,Pública,Pública,Ágata,6.4727360962,5.0,7.0,4.598930481,7.002,7.51,7.1875,7.415,7.5,6.5,,1.0,-1,Moderada,1,,2.0,False,0
RA-925,2024,0.0,ALFA I - G2/G3,8.0,Masculino,2023,1,Pública,Pública,Ágata,6.587019518800001,5.0,4.75,7.005347594,8.002,7.51,7.1875,7.33,3.0,6.5,,1.0,-1,Moderada,1,,2.0,False,0
RA-1008,2024,0.0,ALFA I - G2/G3,9.0,Masculino,2023,1,Pública,Pública,Ágata,6.8667414438000005,5.0,7.0,6.483957219,7.002,7.51,7.1875,7.5,6.5,7.5,,1.0,-1,Moderada,1,,2.0,False,0
RA-919,2024,0.0,ALFA I - G2/G3,10.0,Masculino,2023,1,Pública,Pública,Quartzo,5.799702673800001,5.0,5.25,4.692513369,7.002,6.255,6.875,6.49,6.5,4.0,,2.0,-2,Moderada,1,,2.0,False,0
RA-1318,2024,0.0,ALFA I - G2/G3,8.0,Feminino,2024,0,Pública,Pública,Ágata,6.823383155100001,5.0,5.0,7.6871657755000005,8.502,7.51,7.1875,7.33,4.0,6.0,,1.0,-1,Moderada,1,,2.0,False,0
RA-1003,2024,0.0,ALFA J - G2/G3,9.0,Masculino,2023,1,Pública,Pública,Ametista,7.627588888900001,5.0,8.25,8.6944444445,8.002,7.51,6.875,7.5,10.0,6.5,,1.0,-1,Moderada,1,,2.0,False,0
